Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AARSD1	1344.74287734447	0.0316095912886013	0.028410871654444	1.11258787386261	0.265885470771022	0.631228255832457	ENSG00000266967	protein_coding	chr17	42950526	42964498	chr17:42950526	AARSD1	protein_coding	chr17	42950526	42964498	chr17:42950526	ENSG00000266967
AASDH	1286.64426707492	-0.0726524436474738	0.0272077836723905	-2.67028158273689	0.00757876609005417	0.112059448298815	ENSG00000157426	protein_coding	chr4	56338287	56387508	chr4:56338287	AASDH	protein_coding	chr4	56338287	56387508	chr4:56338287	ENSG00000157426
AASDHPPT	4404.74441400557	-0.0464650181541437	0.0318371240491299	-1.45946028549691	0.144438463779689	0.489095374203368	ENSG00000149313	protein_coding	chr11	106075501	106098710	chr11:106075501	AASDHPPT	protein_coding	chr11	106075501	106098699	chr11:106075501	ENSG00000149313
AATF	6825.50027716721	-0.00847752831658025	0.0303276875579031	-0.279530983046252	0.779837364213081	0.929858442822378	ENSG00000275700	protein_coding	chr17	36948875	37056871	chr17:36948875	AATF	protein_coding	chr17	36948925	37056871	chr17:36948925	ENSG00000275700
ABALON	141.805341597833	0.0410329936964782	0.0478327999208141	0.857842187043353	0.390979611168594	0.734608719011058	ENSG00000281376	antisense	chr20	31721507	31723409	chr20:31721507	ABALON	lncRNA	chr20	31721507	31723409	chr20:31721507	ENSG00000281376
ABCA3	256.074887354656	-0.182380211082736	0.0922382324457784	-1.97727348244609	0.0480107254035936	0.293499275615178	ENSG00000167972	protein_coding	chr16	2275881	2340746	chr16:2275881	ABCA3	protein_coding	chr16	2275881	2340746	chr16:2275881	ENSG00000167972
ABCA5	2322.66111115458	-0.0703677336542512	0.052943888153512	-1.32910022494416	0.183814906089894	0.540706365168037	ENSG00000154265	protein_coding	chr17	69244311	69327244	chr17:69244311	ABCA5	protein_coding	chr17	69244311	69327244	chr17:69244311	ENSG00000154265
ABCA6	1676.6001763224	-0.0952256434549798	0.0887249097085292	-1.07326841771726	0.283150701078277	0.646952372026221	ENSG00000154262	protein_coding	chr17	69078702	69141888	chr17:69078702	ABCA6	protein_coding	chr17	69078702	69141895	chr17:69078702	ENSG00000154262
ABCA7	656.849007236526	-0.120203638896013	0.0495926048879631	-2.42382184133239	0.015358137867032	0.164211258468002	ENSG00000064687	protein_coding	chr19	1040101	1065572	chr19:1040101	ABCA7	protein_coding	chr19	1039997	1065572	chr19:1039997	ENSG00000064687
ABCB10	2938.17882056509	-0.00775310366031468	0.0365198573719696	-0.212298300657261	0.831874321096006	0.951039819570786	ENSG00000135776	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
ABCB4	627.968870693103	-0.0316778711658417	0.0759197634351148	-0.417254608451399	0.676492186008756	0.88814405039527	ENSG00000005471	protein_coding	chr7	87401697	87480435	chr7:87401697	ABCB4	protein_coding	chr7	87401696	87480435	chr7:87401696	ENSG00000005471
ABCB6	1392.20553849582	0.0609720615299837	0.0393806271586141	1.54827553366292	0.121555972420785	0.455251757624982	ENSG00000115657	protein_coding	chr2	219209768	219218990	chr2:219209768	ABCB6	protein_coding	chr2	219209772	219218994	chr2:219209772	ENSG00000115657
ABCB8	994.368289216332	0.0671818405798309	0.0495896902206129	1.35475418944854	0.175495886490877	0.530624439694389	ENSG00000197150	protein_coding	chr7	151028422	151047782	chr7:151028422	ABCB8	protein_coding	chr7	151028422	151047782	chr7:151028422	ENSG00000197150
ABCC1	6435.29822077012	-0.0336586759983077	0.0289676399416488	-1.16194056768547	0.245259607082531	0.611272725983324	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	911.173380925635	0.0802677216077028	0.0547966298938446	1.46482952990362	0.14296743303662	0.486516600257549	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC4	4566.81800737655	-0.127469252614858	0.0532082760768232	-2.39566590037263	0.0165902046010144	0.171363156908562	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	401.6312802743	-0.0489074666058113	0.0542352630837554	-0.901765084651357	0.367181670900112	0.715134320465497	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCD2	832.618219315646	0.0921459000003878	0.0859211842529568	1.07244681042925	0.283519392283191	0.647372486115257	ENSG00000173208	protein_coding	chr12	39550033	39619751	chr12:39550033	ABCD2	protein_coding	chr12	39550033	39619803	chr12:39550033	ENSG00000173208
ABCD3	2265.61554132437	-0.087490636151856	0.0473435825568476	-1.84799357012753	0.0646032730091003	0.337486770128844	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	893.881703238891	0.0820542358443758	0.0394570412777377	2.07958410431225	0.037563696220961	0.260995296173369	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	14323.1293939816	-0.040028729279561	0.0387046930062409	-1.03420867524015	0.301038619392675	0.66495734078197	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	7288.49395401761	0.00377498889909564	0.0232659313032392	0.16225393472945	0.871105888673811	0.964282022192916	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	5915.98560940291	-0.0336672689663537	0.0435979397323947	-0.772221558472814	0.439983215062356	0.765693503391569	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	2221.30215189922	-0.00286480253368658	0.0255182838388958	-0.112264702116055	0.91061352846522	0.975934030310873	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABCG1	1047.75359028848	0.237687501126425	0.138871704349816	1.71156177739199	0.0869774572955972	0.390548492731208	ENSG00000160179	protein_coding	chr21	42199689	42297244	chr21:42199689	ABCG1	protein_coding	chr21	42199689	42297244	chr21:42199689	ENSG00000160179
ABHD10	2475.5255303835	0.0147887656861885	0.0327518050785897	0.451540476950876	0.651600058974252	0.876322599851348	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	347.732825949957	0.0793795929172496	0.0436903869499087	1.81686632824421	0.0692375835995449	0.349619634546659	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	2154.87513639165	-0.0820769658934708	0.0294667431109533	-2.78541016848792	0.00534600506847746	0.0919432440440418	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	1313.79107985252	-0.0872606796543639	0.0359305736690357	-2.42859132888166	0.0151576069913738	0.163058915160415	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	281.983593472729	-0.0201491699232051	0.0506548229408201	-0.397773968072998	0.690796807764787	0.894357070871301	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	3365.02284174469	0.0394648760496221	0.047602462199692	0.829051150423	0.407075463957303	0.744722312594521	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	661.894151100912	0.00118989219724463	0.0583365833438902	0.0203970155439219	0.983726664607183	0.995181793851465	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	946.550437014497	-0.050813315088013	0.0401444034276304	-1.26576336299569	0.205597815477661	0.565280112208236	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	2966.47313947999	0.00916597882820736	0.0324893686655854	0.282122405102826	0.777849653949026	0.928896461422827	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	1634.29808365165	-0.00453522294590964	0.0276196297540524	-0.164202887087733	0.869571428390447	0.964123836820384	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	282.442769293568	-0.00927872641302911	0.11945908010839	-0.0776728433251799	0.938088296712945	0.984326678759871	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	1180.82955624803	-0.0473167292232935	0.0299003726073667	-1.58247958460678	0.113540129267024	0.442666667995407	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	4210.47932761099	0.00447989654150938	0.0358622800942065	0.124919456591749	0.900587314893534	0.973857343053796	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	1000.5862393228	-0.0887650450838384	0.0518693253719584	-1.71132060128599	0.0870219453439464	0.390641337843928	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	2172.0290714884	0.00133330946212303	0.0646499258262488	0.0206235265560303	0.983545972978037	0.995181793851465	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	671.898517466361	-0.0817676942935223	0.0399836765654206	-2.04502690391004	0.040852205770397	0.272283938223693	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	836.972078960774	-0.30984179300655	0.0762945245984148	-4.06112751390009	4.88362873624759e-05	0.00405013529506437	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	818.989253634074	0.194936028118517	0.0465649902006926	4.18632168241318	2.83511471335187e-05	0.00269248600463594	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	7119.1058581281	-0.124138582783235	0.0347608641981837	-3.57121681657504	0.000355326592658267	0.0164706565932559	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	3326.76596464805	-0.0777330857219841	0.0383952382375447	-2.02455016012827	0.0429135764032318	0.277585501189906	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3	2778.44049162661	-0.105246834564688	0.0471775660049758	-2.23086613992734	0.0256899972201485	0.214729968083276	ENSG00000108798	protein_coding	chr17	49210227	49223225	chr17:49210227	ABI3	protein_coding	chr17	49210411	49223225	chr17:49210411	ENSG00000108798
ABL1	4961.37462728503	0.0969490882502676	0.0323474191762308	2.99711973069885	0.0027254364791621	0.0617876682323928	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	993.252125204205	0.0660677439536637	0.0402882895215259	1.63987463201593	0.101031236413919	0.416810050036954	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	3989.9844303813	-0.0708149464778707	0.108155706980008	-0.654749975338427	0.512628743307268	0.808089932517767	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABR	6333.3933671926	-0.0551698859085077	0.0386292947984415	-1.42818775740979	0.153237823447939	0.501354603108345	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	3813.51787029924	-0.0363949005991703	0.0402891783236042	-0.903341842984362	0.366344495521377	0.714682881011866	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	3067.45094705829	-0.00112604735726775	0.0224044669311646	-0.0502599486400375	0.95991523976459	0.98959116390568	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	474.662072995487	-0.0238254852472308	0.0699470422062647	-0.340621768923018	0.733388339236558	0.912653893819615	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	1490.22305986685	0.306417449614295	0.110663730575892	2.76890583770946	0.00562448879942937	0.0946825423187987	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002310.12	165.64092639049	0.0128382304874318	0.0495921266618278	0.258876385257212	0.795730619067317	0.937185817139265	ENSG00000235560	antisense	chr16	30534752	30537144	chr16:30534752	ZNF747-DT	lncRNA	chr16	30534752	30537149	chr16:30534752	ENSG00000235560
AC002467.7	69.1988521922513	-0.0504910769776592	0.0536263678212026	-0.941534529170484	0.346431003045008	0.699742069362269	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	12.2049271322836	0.0243390497744203	0.10145093164453	0.2399095738194	0.810400358745084	0.942455225539293	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	930.482871791666	-0.0574600751845527	0.0425942472346868	-1.34901022825824	0.177333680798875	0.532758354197975	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC004510.3	19.1609517360492	0.236882142533748	0.111088217912221	2.13237863551764	0.032975732271884	0.244357424582805	ENSG00000267308	lincRNA	chr19	15827045	15835853	chr19:15827045	LINC01764	lncRNA	chr19	15827005	15835853	chr19:15827005	ENSG00000267308
AC005083.1	382.06894060621	-0.0239131556510479	0.0544861048223188	-0.438885395258655	0.660744579654466	0.880197689965827	ENSG00000233834	processed_transcript	chr7	20217577	20221700	chr7:20217577	MACC1-DT	lncRNA	chr7	20217536	20221702	chr7:20217536	ENSG00000233834
AC005152.3	9.22666916128733	-0.111349907905867	0.223635891012321	-0.497907144518822	0.618549491372898	0.862673018804251	ENSG00000228639	lincRNA	chr17	72021851	72034092	chr17:72021851	ROCR	lncRNA	chr17	72021851	72058073	chr17:72021851	ENSG00000228639
AC005154.6	413.421843247237	0.0530953347631746	0.0420511460134599	1.26263704552023	0.206719648078928	0.566724932747324	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	11.6198303020245	-0.130218158580067	0.194652675101391	-0.668976979187359	0.50351016308015	0.802832728085659	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	10.0608890703423	-0.018253973308545	0.0912436856926476	-0.200057386656137	0.841435700114148	0.954812300059846	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	234.096081455469	-0.156008393687306	0.0805259215201779	-1.93736862294975	0.0527002992921412	0.306283329553103	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	115.470643697006	0.0207460528562825	0.0416693692915417	0.497872975017495	0.618573576508341	0.862673018804251	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	240.974268049584	-0.138747362541948	0.0799779505700894	-1.73482017922371	0.0827726607981034	0.383270197823255	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	144.985087869988	0.165270544848317	0.0598711060808921	2.76043914446844	0.00577237111638622	0.0963596202181052	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007386.2	248.708917617762	0.119357929320073	0.0622320392219642	1.91794983439892	0.0551173723946113	0.313071499479063	ENSG00000237638	lincRNA	chr2	64901840	64905137	chr2:64901840	LINC02245	lncRNA	chr2	64901840	65056226	chr2:64901840	ENSG00000237638
AC007392.3	17.5683073607196	0.0113437376965921	0.0838477872929145	0.13528964881284	0.89238286888612	0.970086822453318	ENSG00000232046	lincRNA	chr2	66574030	66730157	chr2:66574030	LINC01798	lncRNA	chr2	66574030	66731223	chr2:66574030	ENSG00000232046
AC007773.2	58.821504774465	0.0399052357828194	0.0682832382585112	0.584407488580778	0.5589461896872	0.834433240850031	ENSG00000267213	antisense	chr19	32390050	32405560	chr19:32390050	DPY19L3-DT	lncRNA	chr19	32390050	32405560	chr19:32390050	ENSG00000267213
AC009005.2	102.923273849754	-0.167949256430187	0.096542953633153	-1.73963246523787	0.0819235748122107	0.381174431793397	ENSG00000267751	antisense	chr19	567210	572228	chr19:567210	BSG-AS1	lncRNA	chr19	562360	572228	chr19:562360	ENSG00000267751
AC009133.12	218.044564403483	0.0514700228713225	0.0376965042778134	1.36537920046914	0.172133897739458	0.525727066669075	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009299.3	389.695643402239	-0.075552197493828	0.109227587651009	-0.691695194580544	0.489128765402273	0.794865844132284	ENSG00000227403	lincRNA	chr2	161244739	161249050	chr2:161244739	LINC01806	lncRNA	chr2	161244720	161249095	chr2:161244720	ENSG00000227403
AC009403.2	237.935029455517	0.0929273860298355	0.0333256409571899	2.78846507856248	0.00529584566239986	0.0915853175913228	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	84.6605964581097	-0.0340972864995263	0.0708390046241194	-0.481334918248085	0.630278483638555	0.867709529308603	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009892.10	72.069530583156	0.0547571678792434	0.081475368104012	0.672070211567993	0.501538999330937	0.801551676323352	ENSG00000224730	antisense	chr19	54635722	54638892	chr19:54635722	LILRB1-AS1	lncRNA	chr19	54635722	54638892	chr19:54635722	ENSG00000224730
AC009948.5	965.834213938088	0.0508653150511508	0.0499890574125243	1.01752898902245	0.308901848966231	0.670993081674471	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010226.4	62.1144395533412	0.112206589184757	0.0679969408777683	1.65017113617597	0.0989079385526538	0.412442131558199	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012074.2	37.9376075343576	0.170248988119361	0.104883636340893	1.62321782557211	0.104542848583515	0.424350783976681	ENSG00000235072	lincRNA	chr2	25369136	25375845	chr2:25369136	ARNILA	lncRNA	chr2	25369136	25375845	chr2:25369136	ENSG00000235072
AC012146.7	173.654705240171	0.153870442696638	0.066086675675764	2.32831264582835	0.0198955082974086	0.188415762270753	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013264.2	17.2418714183415	-0.246200107910555	0.119984464251099	-2.05193321858167	0.0401761529830704	0.270046384812684	ENSG00000231621	antisense	chr2	197197991	197199273	chr2:197197991	ANKRD44-AS1	lncRNA	chr2	197197927	197199276	chr2:197197927	ENSG00000231621
AC013461.1	3567.62712490831	0.151819202254704	0.052291340309289	2.90333354159093	0.0036921318560842	0.0739797281807926	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC015971.2	84.6840375052736	0.0505144918704634	0.0974309078603302	0.518464755997935	0.604134043988655	0.855421156533325	ENSG00000228363	antisense	chr2	86562070	86618766	chr2:86562070	CHMP3-AS1	lncRNA	chr2	86562070	86618766	chr2:86562070	ENSG00000228363
AC016747.3	619.043933135099	-0.0631262023140754	0.0441483477392509	-1.42986556794632	0.152755606005062	0.500786817463929	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC025335.1	262.258066011674	0.0297968018082931	0.0565098705508778	0.527284906474276	0.597995754133047	0.852423430124819	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC034220.3	53.8655283195188	0.282772252318489	0.113726228268906	2.4864295301333	0.0129032121875414	0.150952563910353	ENSG00000233006	processed_transcript	chr5	132311285	132369916	chr5:132311285	MIR3936HG	lncRNA	chr5	132311285	132370170	chr5:132311285	ENSG00000233006
AC062017.1	24.5537027769788	0.204969761549665	0.096563123500045	2.12265049141217	0.0337831505617126	0.247029178996182	ENSG00000222020	antisense	chr2	239401436	239402364	chr2:239401436	HDAC4-AS1	lncRNA	chr2	239401436	239402657	chr2:239401436	ENSG00000222020
AC062029.1	153.583226194178	0.0635619659620497	0.045581519848211	1.3944678934295	0.163176358360905	0.51441971220942	ENSG00000234028	antisense	chr2	88627539	88631821	chr2:88627539	EIF2AK3-DT	lncRNA	chr2	88627539	88631821	chr2:88627539	ENSG00000234028
AC069363.1	550.507160143842	-0.0827701260093914	0.107542344492838	-0.769651493090742	0.441506651064442	0.766751164001525	ENSG00000277089	antisense	chr17	36072866	36090134	chr17:36072866	CCL3-AS1	lncRNA	chr17	36072866	36090134	chr17:36072866	ENSG00000277089
