Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AAMDC	514.913525716535	0.156755634933936	0.0798292068601895	1.96363763463757	0.0495721297203433	0.424025668184069	ENSG00000087884	protein_coding	chr11	77821109	77918432	chr11:77821109	AAMDC	protein_coding	chr11	77821109	77918432	chr11:77821109	ENSG00000087884
AAMP	4832.76437770675	0.0791640537033225	0.0575573395934201	1.37539459367876	0.16900914416676	0.674864975903028	ENSG00000127837	protein_coding	chr2	218264123	218270257	chr2:218264123	AAMP	protein_coding	chr2	218264129	218270178	chr2:218264129	ENSG00000127837
AAR2	2666.15432153008	0.077246196206343	0.0483270577466967	1.59840469931408	0.109952939467392	0.584418186045577	ENSG00000131043	protein_coding	chr20	36236459	36270918	chr20:36236459	AAR2	protein_coding	chr20	36236131	36270918	chr20:36236131	ENSG00000131043
AARS	14403.7769335967	-0.142610795492323	0.107299005406664	-1.32909708670483	0.183815941315052	0.689821692364412	ENSG00000090861	protein_coding	chr16	70252295	70289543	chr16:70252295	AARS1	protein_coding	chr16	70251983	70289707	chr16:70251983	ENSG00000090861
AARS2	849.734225722724	0.0566105870041421	0.124979506334129	0.452958958349502	0.650578294980866	0.953585114503865	ENSG00000124608	protein_coding	chr6	44299654	44313326	chr6:44299654	AARS2	protein_coding	chr6	44298731	44313347	chr6:44298731	ENSG00000124608
AARSD1	1314.11351006625	-0.0854392551157625	0.0617824526876645	-1.38290487669198	0.166694034818206	0.672843095750686	ENSG00000266967	protein_coding	chr17	42950526	42964498	chr17:42950526	AARSD1	protein_coding	chr17	42950526	42964498	chr17:42950526	ENSG00000266967
AASDH	839.701898413541	-0.0290764548171281	0.0800123047880534	-0.363399790746553	0.716306258065248	0.964063693053704	ENSG00000157426	protein_coding	chr4	56338287	56387508	chr4:56338287	AASDH	protein_coding	chr4	56338287	56387508	chr4:56338287	ENSG00000157426
AASDHPPT	3199.41674657915	-0.092191660432478	0.0494125873339333	-1.86575254214966	0.0620759948528343	0.464324200611422	ENSG00000149313	protein_coding	chr11	106075501	106098710	chr11:106075501	AASDHPPT	protein_coding	chr11	106075501	106098699	chr11:106075501	ENSG00000149313
AASS	555.777914546321	-0.157441929520693	0.12699392157337	-1.23975956935649	0.215064336584983	0.726614666980853	ENSG00000008311	protein_coding	chr7	122075647	122144280	chr7:122075647	AASS	protein_coding	chr7	122064583	122144308	chr7:122064583	ENSG00000008311
AATF	3256.06126157093	0.0613169742198016	0.0710681987636857	0.862790605171962	0.388252605487734	0.857464591897897	ENSG00000275700	protein_coding	chr17	36948875	37056871	chr17:36948875	AATF	protein_coding	chr17	36948925	37056871	chr17:36948925	ENSG00000275700
ABALON	112.941639539687	-0.0397623802846077	0.144369226756493	-0.275421439720492	0.782992474284429	0.970996460989506	ENSG00000281376	antisense	chr20	31721507	31723409	chr20:31721507	ABALON	lncRNA	chr20	31721507	31723409	chr20:31721507	ENSG00000281376
ABAT	554.79788204681	0.0407201757698455	0.20126690428183	0.202319283019456	0.839667126011808	0.979990130122248	ENSG00000183044	protein_coding	chr16	8674565	8784575	chr16:8674565	ABAT	protein_coding	chr16	8674596	8784575	chr16:8674596	ENSG00000183044
ABC7-42404400C24.1	240.596430164373	0.072178072511012	0.334252740939521	0.215938610729513	0.829035600016354	0.977479428988348	ENSG00000277758	protein_coding	chr10	47750864	47763592	chr10:47750864	SYT15B	protein_coding	chr10	47744717	47763592	chr10:47744717	ENSG00000277758
ABCA1	2330.99240109714	-0.270188298392293	0.290837950195535	-0.928999459013657	0.352889366693412	0.832766697940591	ENSG00000165029	protein_coding	chr9	104781002	104928237	chr9:104781002	ABCA1	protein_coding	chr9	104781006	104928155	chr9:104781006	ENSG00000165029
ABCA2	2080.99966892712	0.364659711529932	0.174250533863629	2.09273224847231	0.0363730628098222	0.37252612110587	ENSG00000107331	protein_coding	chr9	137007227	137028922	chr9:137007227	ABCA2	protein_coding	chr9	137007234	137028915	chr9:137007234	ENSG00000107331
ABCA5	468.795184865673	-0.192969480609452	0.223121725019704	-0.864861907070728	0.387114587607246	0.856547698669537	ENSG00000154265	protein_coding	chr17	69244311	69327244	chr17:69244311	ABCA5	protein_coding	chr17	69244311	69327244	chr17:69244311	ENSG00000154265
ABCA8	413.763775796987	0.28994766968675	0.537798800234045	0.539137814291456	0.589791765100659	0.937460079406254	ENSG00000141338	protein_coding	chr17	68867292	68955392	chr17:68867292	ABCA8	protein_coding	chr17	68867289	68955392	chr17:68867289	ENSG00000141338
ABCB10	2294.92942010002	0.179926826861081	0.0959247449138527	1.87570816083658	0.060695364696304	0.459279357192996	ENSG00000135776	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
ABCB4	298.916823047149	-0.510529077734317	0.339325110441792	-1.50454258180193	0.132441717830802	0.622348179442055	ENSG00000005471	protein_coding	chr7	87401697	87480435	chr7:87401697	ABCB4	protein_coding	chr7	87401696	87480435	chr7:87401696	ENSG00000005471
ABCB6	780.490132621649	-0.185117679418607	0.108262483066313	-1.70989685600707	0.0872849479385628	0.535009698386194	ENSG00000115657	protein_coding	chr2	219209768	219218990	chr2:219209768	ABCB6	protein_coding	chr2	219209772	219218994	chr2:219209772	ENSG00000115657
ABCB8	1676.18345964639	0.0835320800046484	0.14104648423011	0.592230855385025	0.553696010246024	0.926427018233366	ENSG00000197150	protein_coding	chr7	151028422	151047782	chr7:151028422	ABCB8	protein_coding	chr7	151028422	151047782	chr7:151028422	ENSG00000197150
ABCB9	255.902849539975	0.269122076332478	0.128659319781964	2.09174179366526	0.0364616196978375	0.37252612110587	ENSG00000150967	protein_coding	chr12	122920951	122981649	chr12:122920951	ABCB9	protein_coding	chr12	122920951	122981649	chr12:122920951	ENSG00000150967
ABCC1	6458.1328781794	0.0618946281285626	0.080638970653803	0.767552309097383	0.442753204916491	0.882273045536475	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	1198.4271694227	0.0929307347386873	0.0912931726859731	1.01793739887151	0.308707707049183	0.802711477335313	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC3	2109.95548911872	-0.0808676990184595	0.214045974022609	-0.377805279392537	0.705575251520925	0.961436025506643	ENSG00000108846	protein_coding	chr17	50634777	50692252	chr17:50634777	ABCC3	protein_coding	chr17	50634777	50692253	chr17:50634777	ENSG00000108846
ABCC4	3389.85615314983	-0.199012300791636	0.0732265168547782	-2.71776276326668	0.00657249447158665	0.17524651164879	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	1293.87509702195	0.0622333695461236	0.0719668110750744	0.864750968070587	0.387175488270284	0.856547698669537	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCC9	4140.74083343081	0.300909807369491	0.241239116147049	1.24735081182303	0.212268893898497	0.72344873216223	ENSG00000069431	protein_coding	chr12	21797401	21941402	chr12:21797401	ABCC9	protein_coding	chr12	21797389	21942543	chr12:21797389	ENSG00000069431
ABCD3	4920.06075575442	0.0343045381843613	0.0843491366284384	0.40669696876062	0.684230567106734	0.95823535359369	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	866.493000719471	-0.0820994127343792	0.104652735597336	-0.78449370927356	0.432750471715891	0.87854012788492	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	11161.2203354083	-0.136001983082279	0.0992834313066742	-1.36983564419914	0.170738212626991	0.676665922121305	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	5316.07207228137	0.00458987620550373	0.0751612476288988	0.0610670571644286	0.951305804741637	0.99364684608895	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	6854.53270631238	-0.000949690217004973	0.0740423556591492	-0.0128263101376303	0.989766365766297	0.998255627064247	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	2531.53264560163	-0.00133788815773692	0.0443278200617696	-0.0301816817491276	0.97592215772264	0.997444828412205	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABHD10	1950.35131004014	-0.00732729370202403	0.0910960158938026	-0.0804348426232602	0.935891416261892	0.991696981605514	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	406.319516065742	0.112766738739014	0.157973438039489	0.713833541502245	0.475330116344879	0.897464623951479	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	3063.68393173892	0.171252537464638	0.151287709805707	1.13196595866625	0.257648746316248	0.760358951814021	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	1436.85077879444	-0.176350591871051	0.0488441781040556	-3.61047311504272	0.00030563898302028	0.0347674266529173	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	415.086262183469	-0.159266378261423	0.126038831964728	-1.26362943688651	0.206363062797006	0.717182036324662	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	2783.75350785325	-0.0495716704170877	0.0983080822295633	-0.504248168541533	0.614086995345473	0.946553100260625	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	739.548611738262	0.117912519739986	0.0792710092772916	1.487460810894	0.136893146202064	0.62766858735733	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	1307.10181870142	0.0855671708122629	0.0639363516324088	1.33831800888823	0.180792793693948	0.686863621758963	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	2235.63773827661	0.249748255942064	0.274059034962581	0.911293641445404	0.36214067582484	0.840707707275319	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	1015.55638437475	0.11348889780052	0.0751319468424842	1.51052784561077	0.130908789645294	0.6191459396384	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	1262.30223656554	0.0496005881328299	0.117018716349083	0.423868844919341	0.671661466464629	0.957739233101339	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	399.846280808207	-0.141250609028996	0.0746490984419802	-1.89219444008129	0.0584650788939616	0.453701156263925	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	7872.03831010817	0.122518353775001	0.0863200813033961	1.41934937878912	0.155797182785971	0.657514034196282	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	210.584345865738	-0.166349152914563	0.163544616591125	-1.01714844781745	0.309082815854488	0.802807526547996	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	3101.65365760059	0.0286051583193265	0.22619800793285	0.126460699547002	0.899367256456551	0.987537203513841	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	1909.22702489327	0.0228571035597301	0.0981759032757475	0.232817858528188	0.815902844843992	0.974935580660245	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	426.87466102977	-0.0319988615145733	0.0739058746206836	-0.432967767160662	0.665038186700436	0.957306833856537	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	358.654933787158	0.0955349795886503	0.215468406015033	0.44338277409443	0.657488893432285	0.956079557993423	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	5642.46002453465	-0.0304993460357666	0.041773054663603	-0.730120080548976	0.46531678800459	0.893502081800329	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	4488.85306580762	0.0172166739935985	0.0459522144831461	0.374664729159311	0.707909826665014	0.962452013458479	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3BP	6356.00663291686	0.378989184394624	0.315368318630221	1.20173512051158	0.229466169430143	0.741521556184698	ENSG00000154175	protein_coding	chr3	100749156	100993515	chr3:100749156	ABI3BP	protein_coding	chr3	100749156	100993515	chr3:100749156	ENSG00000154175
ABL1	11771.2704967326	0.00676363809257718	0.092131800305969	0.0734126335327779	0.941477764617937	0.992575313838193	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	5755.39170518738	-0.0143358068768332	0.10892423006453	-0.13161265283528	0.895290677074704	0.987303939904833	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	541.377806678813	0.126405288521408	0.225238877632337	0.561205462618855	0.574657479464527	0.933427099401141	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABLIM3	2845.95227332007	0.0302558885936546	0.10154482931084	0.29795597470589	0.765736765352966	0.968907682309705	ENSG00000173210	protein_coding	chr5	149141483	149260542	chr5:149141483	ABLIM3	protein_coding	chr5	149141483	149260542	chr5:149141483	ENSG00000173210
ABR	6681.84049819902	0.124927590603073	0.0504650666525797	2.47552611914933	0.0133040030110479	0.244553541183145	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	1080.87264196039	-0.152303889058698	0.116528363437746	-1.30701131094204	0.191208870044262	0.69973210853965	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	1256.35422280362	-0.0132030514588213	0.0718323549299986	-0.183803683892694	0.854167466049329	0.981941835853979	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	648.603170012515	0.188972913131958	0.148176055340273	1.27532692578432	0.202193551215188	0.713451235289496	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	991.629360926049	-0.281917933287623	0.118310342704887	-2.38286803031953	0.0171783513549571	0.268362850250977	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002467.7	47.0236152065541	0.0478189610792195	0.126080985431669	0.379271790393291	0.704486045543007	0.961147783298217	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	5.63400964998895	-0.176018937323435	0.219984427214677	-0.800142717155439	0.423628113978558	NA	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	416.223984049094	0.138702889348822	0.204388667785056	0.678623188124541	0.4973766466021	0.905786308643746	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC005154.6	228.302108885141	0.0373325784532526	0.132837397792482	0.281039670105353	0.77867997313316	0.970996460989506	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	28.8849092190114	-0.204296194218042	0.219979190821531	-0.928706908390201	0.353040999560604	0.832766697940591	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	8.35227548422475	-0.00840495405635887	0.278874742166849	-0.030138814261387	0.975956345476445	NA	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	167.959535960019	-0.449951365893015	0.211554981680605	-2.12687672168519	0.0334303274761033	0.361083798184161	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	89.7493105022576	-0.103595014490754	0.102138624253519	-1.01425895686258	0.310459202922414	0.804602148211019	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	132.244721523196	-0.0228321617779644	0.197843173809579	-0.115405355354539	0.908123834366955	0.98838176609614	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	75.4242193638663	0.104111560997212	0.130813314153493	0.79587893381441	0.426102406753833	0.876964031137378	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007879.7	64.127570769421	-0.175348883219255	0.13871202631512	-1.26412170507051	0.206186347211022	0.717182036324662	ENSG00000229647	lincRNA	chr2	207239650	207245887	chr2:207239650	MYOSLID	lncRNA	chr2	207166120	207248668	chr2:207166120	ENSG00000229647
AC009133.12	190.702981972842	0.042421057707193	0.0855994195582444	0.495576464491426	0.620193261314993	0.947396160871589	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009403.2	81.8994556162768	0.0896958296781578	0.0877813153047403	1.02181004427618	0.306870814505321	0.802352675896152	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	78.7374496448942	0.0347062994440287	0.12427358984615	0.279273331421382	0.780035070838743	0.970996460989506	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009948.5	499.866181617748	-0.101053327214304	0.0860195945401282	-1.17477102460838	0.240086335396164	0.749493347571253	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010127.3	21.4993498206851	-0.165714130419772	0.186354243243061	-0.889242592687473	0.373872716635504	0.849889071722405	ENSG00000236107	antisense	chr2	165957399	166301784	chr2:165957399	SCN1A-AS1	lncRNA	chr2	165957188	166390771	chr2:165957188	ENSG00000236107
AC010136.2	41.1105921851915	0.0316401234178508	0.133242677602061	0.237462380577087	0.81229810057097	0.974913546574559	ENSG00000223923	antisense	chr2	217978707	217992615	chr2:217978707	TNS1-AS1	lncRNA	chr2	217978707	217993747	chr2:217978707	ENSG00000223923
AC010226.4	21.8933484661021	-0.372888869037392	0.148052441442513	-2.51862695004715	0.0117813404674983	0.229641585543001	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012146.7	84.1723944970866	0.123381246763704	0.147404648011712	0.837024126633379	0.40257900659967	0.865960097938731	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013461.1	16422.369727378	0.114022567199576	0.0761354051249598	1.49762869209709	0.134229747889067	0.625210518467231	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC016747.3	783.992627407766	-0.127274604390705	0.0611135718097613	-2.08259148699235	0.0372884758477239	0.375413517184154	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC017074.2	18.1334045607688	0.124863439469566	0.243575022295497	0.512628258401988	0.608211382275754	0.94447717354017	ENSG00000227359	lincRNA	chr2	113677702	113704078	chr2:113677702	LINC02936	lncRNA	chr2	113677702	113704078	chr2:113677702	ENSG00000227359
AC019117.2	9.84490829249711	0.00819735510784975	0.442151276067378	0.0185397069997387	0.985208301396874	NA	ENSG00000236039	lincRNA	chr7	17434477	17460672	chr7:17434477	LINC02889	lncRNA	chr7	17405479	17558909	chr7:17405479	ENSG00000236039
AC025171.1	51.9309092948455	-0.173789953026699	0.173134888266349	-1.0037835514662	0.315482954349839	0.808602334497768	ENSG00000215068	antisense	chr5	43041575	43045390	chr5:43041575	ANXA2R-AS1	lncRNA	chr5	43041572	43064272	chr5:43041572	ENSG00000215068
AC025335.1	112.3378729588	0.0943741299968843	0.120092386675143	0.785846069094888	0.431957673207223	0.878420835472959	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC046143.3	73.2681877703857	0.329743532654159	0.135417907806857	2.43500684654251	0.0148915079323858	0.25270901026839	ENSG00000229334	antisense	chr3	194632923	194645401	chr3:194632923	TMEM44-AS2	lncRNA	chr3	194632904	194645407	chr3:194632904	ENSG00000229334
AC074117.10	191.319201579321	-0.0994690451302156	0.161131717763361	-0.617315116545188	0.537026898000269	0.918803379201398	ENSG00000234072	antisense	chr2	27356246	27367622	chr2:27356246	GTF3C2-AS2	lncRNA	chr2	27356246	27367622	chr2:27356246	ENSG00000234072
AC074212.6	22.2621413809196	-0.0432153566275028	0.201880438294959	-0.214064111374489	0.830497062050928	0.977812517348905	ENSG00000267395	antisense	chr19	45767796	45772504	chr19:45767796	DM1-AS	lncRNA	chr19	45767796	45772504	chr19:45767796	ENSG00000267395
AC079630.4	28.3029248933614	-0.108535257073331	0.185573543124204	-0.584863850989195	0.558639266823529	0.928221822651483	ENSG00000225342	antisense	chr12	40186009	40224915	chr12:40186009	LRRK2-DT	lncRNA	chr12	40186009	40224915	chr12:40186009	ENSG00000225342
AC084219.4	290.29798673652	0.0777891214934284	0.0961783658301584	0.808800615626974	0.418629842058222	0.873712341836746	ENSG00000186019	antisense	chr19	44105463	44113145	chr19:44105463	ZNF225-AS1	lncRNA	chr19	44103007	44113183	chr19:44103007	ENSG00000186019
