Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AAMDC	505.356674335959	-0.00769740364822425	0.0431914467445823	-0.178215925336878	0.85855340331762	0.982016206857853	ENSG00000087884	protein_coding	chr11	77821109	77918432	chr11:77821109	AAMDC	protein_coding	chr11	77821109	77918432	chr11:77821109	ENSG00000087884
AAMP	4644.48397093662	0.0106239427360744	0.0271355264946097	0.391514155370627	0.695417227561765	0.946414463882127	ENSG00000127837	protein_coding	chr2	218264123	218270257	chr2:218264123	AAMP	protein_coding	chr2	218264129	218270178	chr2:218264129	ENSG00000127837
AAR2	2500.31055706303	-0.0177671401509057	0.0236152314339311	-0.7523593491181	0.451834985876636	0.881904237321738	ENSG00000131043	protein_coding	chr20	36236459	36270918	chr20:36236459	AAR2	protein_coding	chr20	36236131	36270918	chr20:36236131	ENSG00000131043
AARS	13264.5768310248	-0.054195183345835	0.0608346881701295	-0.890859885634219	0.373004343040955	0.84891676457542	ENSG00000090861	protein_coding	chr16	70252295	70289543	chr16:70252295	AARS1	protein_coding	chr16	70251983	70289707	chr16:70251983	ENSG00000090861
AARS2	868.219935316007	-0.0522295485149435	0.0576843249749415	-0.905437457015098	0.365233679501376	0.844606773491646	ENSG00000124608	protein_coding	chr6	44299654	44313326	chr6:44299654	AARS2	protein_coding	chr6	44298731	44313347	chr6:44298731	ENSG00000124608
AARSD1	1264.18376567435	-0.063338264704311	0.0352460450018607	-1.79703182870496	0.0723305669522106	0.517228303827765	ENSG00000266967	protein_coding	chr17	42950526	42964498	chr17:42950526	AARSD1	protein_coding	chr17	42950526	42964498	chr17:42950526	ENSG00000266967
AASDH	814.188644621336	-0.0509395038334595	0.0392924877622152	-1.29641839279122	0.194831378738563	0.71358502988591	ENSG00000157426	protein_coding	chr4	56338287	56387508	chr4:56338287	AASDH	protein_coding	chr4	56338287	56387508	chr4:56338287	ENSG00000157426
AASDHPPT	2973.24681729361	0.02497209776681	0.0235431739875526	1.0606937611731	0.288829096177666	0.800388577327746	ENSG00000149313	protein_coding	chr11	106075501	106098710	chr11:106075501	AASDHPPT	protein_coding	chr11	106075501	106098699	chr11:106075501	ENSG00000149313
AASS	540.391182909069	-0.101373137510527	0.0616337886875471	-1.64476563374092	0.100018151785791	0.582707668445932	ENSG00000008311	protein_coding	chr7	122075647	122144280	chr7:122075647	AASS	protein_coding	chr7	122064583	122144308	chr7:122064583	ENSG00000008311
AATF	2947.24510182892	0.0190826265041243	0.0392776759428033	0.485838992406595	0.627081325978683	0.936046953813652	ENSG00000275700	protein_coding	chr17	36948875	37056871	chr17:36948875	AATF	protein_coding	chr17	36948925	37056871	chr17:36948925	ENSG00000275700
ABALON	111.500168357619	0.0246180256411545	0.0699393156109023	0.351991228769145	0.724844840505319	0.954765404872103	ENSG00000281376	antisense	chr20	31721507	31723409	chr20:31721507	ABALON	lncRNA	chr20	31721507	31723409	chr20:31721507	ENSG00000281376
ABAT	566.72271418933	-0.155712301930418	0.108361158733065	-1.43697523864614	0.150725029449884	0.66217229887499	ENSG00000183044	protein_coding	chr16	8674565	8784575	chr16:8674565	ABAT	protein_coding	chr16	8674596	8784575	chr16:8674596	ENSG00000183044
ABC7-42404400C24.1	281.070106457941	-0.058013756482063	0.204235276589415	-0.284053555540706	0.776369338791692	0.96556110489916	ENSG00000277758	protein_coding	chr10	47750864	47763592	chr10:47750864	SYT15B	protein_coding	chr10	47744717	47763592	chr10:47744717	ENSG00000277758
ABCA1	1957.06945416019	0.186746649842005	0.159279993478606	1.1724426010043	0.241019404262533	0.757708916898429	ENSG00000165029	protein_coding	chr9	104781002	104928237	chr9:104781002	ABCA1	protein_coding	chr9	104781006	104928155	chr9:104781006	ENSG00000165029
ABCA2	2080.66676695366	0.0856393247461692	0.0856236861029971	1.00018264389077	0.317222126985606	0.820114635224704	ENSG00000107331	protein_coding	chr9	137007227	137028922	chr9:137007227	ABCA2	protein_coding	chr9	137007234	137028915	chr9:137007234	ENSG00000107331
ABCA5	439.722045525465	0.0464478880469849	0.111630503202323	0.416085986487055	0.677347083917913	0.944882562710965	ENSG00000154265	protein_coding	chr17	69244311	69327244	chr17:69244311	ABCA5	protein_coding	chr17	69244311	69327244	chr17:69244311	ENSG00000154265
ABCA8	402.391100798996	-0.0152762442828386	0.254059819236554	-0.0601285332278969	0.952053264841099	0.996961099672373	ENSG00000141338	protein_coding	chr17	68867292	68955392	chr17:68867292	ABCA8	protein_coding	chr17	68867289	68955392	chr17:68867289	ENSG00000141338
ABCB10	2042.99879594394	0.105881045957818	0.0454569389875798	2.32926035751654	0.0198452771220349	0.290601082067513	ENSG00000135776	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
ABCB4	281.271963878158	0.0326676719361382	0.187119024616534	0.174582311996787	0.861407848103746	0.98218776050274	ENSG00000005471	protein_coding	chr7	87401697	87480435	chr7:87401697	ABCB4	protein_coding	chr7	87401696	87480435	chr7:87401696	ENSG00000005471
ABCB6	811.954467434803	-0.0380372919022564	0.0553668582175909	-0.687004701490745	0.492079765721678	0.897495168045161	ENSG00000115657	protein_coding	chr2	219209768	219218990	chr2:219209768	ABCB6	protein_coding	chr2	219209772	219218994	chr2:219209772	ENSG00000115657
ABCB8	1612.39472712887	0.0286947905687878	0.065276118353578	0.43959094524215	0.660233399969376	0.942422610426115	ENSG00000197150	protein_coding	chr7	151028422	151047782	chr7:151028422	ABCB8	protein_coding	chr7	151028422	151047782	chr7:151028422	ENSG00000197150
ABCB9	255.77782524209	-0.0745957236252968	0.0691885539726497	-1.07815121638161	0.280966278449529	0.794218664104034	ENSG00000150967	protein_coding	chr12	122920951	122981649	chr12:122920951	ABCB9	protein_coding	chr12	122920951	122981649	chr12:122920951	ENSG00000150967
ABCC1	6131.20501881382	0.0237769777761009	0.0513501759594235	0.463035955220275	0.643338595065712	0.939201157613766	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	1198.61512426365	-0.0167774751580137	0.0402507211797973	-0.416824212492239	0.676806990985698	0.944870039196386	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC3	2044.93902149792	0.14590424444267	0.103104457192834	1.41511093133237	0.157035973635322	0.672280539938544	ENSG00000108846	protein_coding	chr17	50634777	50692252	chr17:50634777	ABCC3	protein_coding	chr17	50634777	50692253	chr17:50634777	ENSG00000108846
ABCC4	3141.23810695215	-0.0916558666667834	0.0384053298540835	-2.38654028008662	0.0170077441110174	0.268115450111776	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	1326.40877376317	0.0296133907609675	0.0425348110697077	0.696215406069065	0.486293940963748	0.895190894734342	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCC9	3903.15550054113	-0.103693388099148	0.147342553859281	-0.703757233624306	0.481583970916451	0.892999545616701	ENSG00000069431	protein_coding	chr12	21797401	21941402	chr12:21797401	ABCC9	protein_coding	chr12	21797389	21942543	chr12:21797389	ENSG00000069431
ABCD3	4492.96372521765	-0.00515405342426363	0.0391988116702753	-0.131484940605278	0.895391698803827	0.989635143364303	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	887.173706616662	0.0519966844390876	0.050674781948493	1.02608600253945	0.304851047543382	0.813697549201493	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	10307.5323128458	-0.0476322171945131	0.0510914909040817	-0.932292566759052	0.351185348153487	0.837839451657464	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	4997.98211408277	-0.0315457637777146	0.0366239789899711	-0.861341794302385	0.38904982332863	0.856519641275167	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	6366.95913151252	-0.0235517842928158	0.0392597947466922	-0.599895757091297	0.548575710276388	0.91170551201783	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	2433.30994495631	-0.0153374292537774	0.0208319527776341	-0.736245392714416	0.461581372036518	0.884428120768451	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABHD10	1843.33079761205	-0.0193503621993248	0.0467294101798959	-0.414093867755467	0.678805363610572	0.945096087113136	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	382.904439057276	0.140464947465033	0.0826580490447116	1.69934990104899	0.0892532755177764	0.557497233010844	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	2868.76269833719	0.0679793396786586	0.0731767872894255	0.928974094063324	0.352902512052099	0.838374873987825	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	1376.97493712633	-0.0479571513356272	0.026823027329568	-1.78790972198586	0.073790574137486	0.518261501131496	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	418.941378261241	0.0271255011915983	0.0605851218712967	0.447725453936068	0.654351349157356	0.942231973128169	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	2598.16110699012	0.0801196090713597	0.0504758150903873	1.58728707853234	0.112447640407315	0.602420984230428	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	729.172602976166	0.0736543546921395	0.0388908614848913	1.89387305603281	0.0582418616557814	0.474664820156949	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	1315.73590030462	-0.0115747182454591	0.0322200623961214	-0.359239473318105	0.719415949357619	0.953976246289478	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	2372.91284445991	-0.0239039426871688	0.130124546309438	-0.183700488225526	0.854248425878842	0.981123318343918	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	908.624343052253	-0.0502061283789635	0.0402714421303123	-1.24669308381121	0.212510055746885	0.733358925733685	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	1238.43223502022	0.00930666688942753	0.0607443950986709	0.153210298239206	0.878232436734201	0.986193101799251	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	392.704956763314	-0.0430147063979053	0.0387995851349873	-1.10863830755543	0.267586245478777	0.782155330090535	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	7068.18720588761	-0.0111712692462871	0.0549514310785259	-0.203293508959272	0.83890562870159	0.97767049986625	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	208.764444680799	-0.0200972874287184	0.0849526794465157	-0.236570377293058	0.812990103403142	0.97315889632146	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	2871.28264866644	-0.012619525180438	0.114360602798468	-0.110348536748068	0.912132965507438	0.991374381244029	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	1785.88668013952	0.0740444098735728	0.0595235958983029	1.24395055030074	0.213517763034295	0.734042188543781	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	421.430796778663	-0.111859308689477	0.0378292416593202	-2.95695350429839	0.00310694964705857	0.108776511538853	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	382.332592818489	0.0352569287980682	0.0953033808264833	0.369944156149714	0.711424099893896	0.95128115663453	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	5288.22398482278	-0.022922270165586	0.0216496947384652	-1.05878029424867	0.289699850089319	0.80108369253842	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	4216.33468787408	0.0248387366482144	0.0254314916822095	0.976692085489829	0.328721614572559	0.826569810522908	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3BP	5466.99208323198	0.0622212464858018	0.171343094157825	0.363138338265851	0.716501546767318	0.952942684733811	ENSG00000154175	protein_coding	chr3	100749156	100993515	chr3:100749156	ABI3BP	protein_coding	chr3	100749156	100993515	chr3:100749156	ENSG00000154175
ABL1	11427.8689764005	0.0148999702459422	0.0455517205600264	0.327100053801647	0.7435922111224	0.959072459737383	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	5249.88712678344	0.0204283526854247	0.0626002663448255	0.326330124106785	0.744174598868274	0.959553737919688	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	489.771473967548	0.123643210280671	0.133624411059418	0.925304061588653	0.354807766645443	0.838553506837607	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABLIM3	2573.48798509192	0.103595594675643	0.067109858963023	1.54367176859549	0.122667868871406	0.619925056969072	ENSG00000173210	protein_coding	chr5	149141483	149260542	chr5:149141483	ABLIM3	protein_coding	chr5	149141483	149260542	chr5:149141483	ENSG00000173210
ABR	6056.13182253146	0.127828501697826	0.0293170168949788	4.36021516635682	1.29934615271172e-05	0.00246244927042534	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	1019.89754107679	-0.0895374627786351	0.0663475226197838	-1.34952232190711	0.177169255487641	0.694564233805693	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	1226.39198868364	-0.0616054317934097	0.0343777398276976	-1.79201518488936	0.0731305336458467	0.517878146943734	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	657.093734616308	0.0626916459466793	0.0712595224304775	0.879765171143867	0.378986536050772	0.851413723652316	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	1008.30471687956	-0.138217513469988	0.0620288793602592	-2.22827681066477	0.0258620617231794	0.331391172576205	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002467.7	44.6084023733076	0.0949848118323146	0.0789804962991476	1.20263629988534	0.229117094100807	0.746865182851601	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	6.95112715990285	0.0350772994043345	0.137262133845451	0.25554971660159	0.798298549613291	0.969812759060535	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	400.404069284973	0.10686781457358	0.107145776910559	0.997405755551047	0.318567598767077	0.820126320338789	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC005154.6	231.222957900267	0.0169028711192118	0.0654379704511017	0.258303718814789	0.79617251643239	0.969686982992192	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	26.9106814928945	0.151955632322477	0.125521760530937	1.21059194580867	0.226051832598526	0.744433685920471	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	8.37769487277908	0.158423497324068	0.146316332000485	1.08274650654544	0.278920955241289	0.792462763978862	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	156.854285363603	0.178286103040596	0.107162954680818	1.66369155807262	0.0961740841773446	0.574964927908087	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	88.721975039516	0.0156235952448912	0.0536050194126996	0.291457692135259	0.770701296711068	0.964405944547716	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	124.010941668084	0.173512580021365	0.0954028557942291	1.81873570321215	0.0689517619170094	0.506401412360445	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	83.5543893423862	0.241210355506306	0.0695821488584973	3.46655513610011	0.000527173601914411	0.0346411336956472	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007879.7	61.8052353521634	0.036668374438768	0.071989102025506	0.509360075442756	0.610499855680339	0.932889437663331	ENSG00000229647	lincRNA	chr2	207239650	207245887	chr2:207239650	MYOSLID	lncRNA	chr2	207166120	207248668	chr2:207166120	ENSG00000229647
AC009133.12	185.777147973906	0.0172764018015926	0.045044440047482	0.383541271317422	0.701318475380087	0.949308114829222	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009403.2	75.2984465912126	0.0893883574812344	0.0487833436648239	1.8323540529611	0.0668986888024403	0.499827414606817	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	78.8033026982488	-0.0318683310138145	0.0658868720404663	-0.483682561136635	0.628611171340017	0.936534811994868	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009948.5	469.857805596591	-0.0126587129097911	0.0422291165245169	-0.299762674467553	0.764358188197613	0.962432368988148	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010127.3	21.2436920789236	-0.0430914891294363	0.0926070896556249	-0.465315228992503	0.641705730526156	0.938620244432358	ENSG00000236107	antisense	chr2	165957399	166301784	chr2:165957399	SCN1A-AS1	lncRNA	chr2	165957188	166390771	chr2:165957188	ENSG00000236107
AC010136.2	41.0156970110748	-0.000127938965921554	0.0709291261813953	-0.00180375781867608	0.998560810265462	0.999772458164099	ENSG00000223923	antisense	chr2	217978707	217992615	chr2:217978707	TNS1-AS1	lncRNA	chr2	217978707	217993747	chr2:217978707	ENSG00000223923
AC010226.4	21.7999800854136	-0.0869141006488405	0.0783751296524539	-1.10895000792026	0.267451748899828	0.782051161558275	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012146.7	81.3375037297376	0.142547149704361	0.0797335134202362	1.78779466236568	0.0738091423543508	0.518261501131496	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013461.1	14425.3839065784	0.127381506016667	0.0496833348225357	2.56386787383863	0.0103512940888906	0.209695890245356	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC016747.3	798.74320153017	-0.0242346630138722	0.0372841338345409	-0.649999356869077	0.51569263703884	0.903534947156563	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC017074.2	17.8071917449658	-0.0669510123252938	0.136597034181847	-0.490135182848584	0.624038243274984	0.935218636702315	ENSG00000227359	lincRNA	chr2	113677702	113704078	chr2:113677702	LINC02936	lncRNA	chr2	113677702	113704078	chr2:113677702	ENSG00000227359
AC019117.2	8.10969140125091	0.134157700847423	0.232138837187592	0.57792010364474	0.563318061803048	0.916684633236591	ENSG00000236039	lincRNA	chr7	17434477	17460672	chr7:17434477	LINC02889	lncRNA	chr7	17405479	17558909	chr7:17405479	ENSG00000236039
AC025171.1	53.2919372130991	0.0670648410893035	0.107070694608848	0.62636038118839	0.531078589815068	0.908628703351661	ENSG00000215068	antisense	chr5	43041575	43045390	chr5:43041575	ANXA2R-AS1	lncRNA	chr5	43041572	43064272	chr5:43041572	ENSG00000215068
AC025335.1	116.003091802502	0.0859629582025239	0.0672420478183043	1.27841077111164	0.20110462817612	0.721823766344841	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC046143.3	74.0552507710112	-0.0753524447052736	0.0734452883347509	-1.02596703496935	0.304907122784179	0.813697549201493	ENSG00000229334	antisense	chr3	194632923	194645401	chr3:194632923	TMEM44-AS2	lncRNA	chr3	194632904	194645407	chr3:194632904	ENSG00000229334
AC074117.10	199.155218416709	0.0862977747474254	0.0828519392470626	1.04159028179277	0.297601676219355	0.808809793013071	ENSG00000234072	antisense	chr2	27356246	27367622	chr2:27356246	GTF3C2-AS2	lncRNA	chr2	27356246	27367622	chr2:27356246	ENSG00000234072
AC074212.6	24.7648390632434	-0.0486476498052574	0.104524604077887	-0.465418168616139	0.641632025705745	0.938617427468528	ENSG00000267395	antisense	chr19	45767796	45772504	chr19:45767796	DM1-AS	lncRNA	chr19	45767796	45772504	chr19:45767796	ENSG00000267395
AC079630.4	25.7867179897362	0.105335576892895	0.0971707745520294	1.08402528824645	0.27835358659321	0.791538691983498	ENSG00000225342	antisense	chr12	40186009	40224915	chr12:40186009	LRRK2-DT	lncRNA	chr12	40186009	40224915	chr12:40186009	ENSG00000225342
