SRR5026767	SRR5026768	SRR5026771	SRR5026772
AATK	0.783963	0.844101	0.78819	0.632562
AATK-AS1	0	0	0	0
AB015752.3	0	0.183482	0.107504	0
AB019438.66	0	0	0	0
AB019440.50	0	0	0	0
AB019441.29	2.17367	1.99525	1.17851	1.53916
ABALON	1.50305	0.514577	2.79207	1.26975
ABAT	11.956821	6.75985	13.1552883	8.5376289
ABC11-4932300O16.1	0	0	0	0
ABC12-47043100G14.2	0	0	0	0
ABC12-47964100C23.1	0	0	0	0
ABC12-49244600F4.4	0.311761	0.383752	0.297441	0.24238
ABC7-42391500H16.4	1.01531	0.198612	0	0
ABC7-42404400C24.1	0.669513	0.129943	0	0
ABC7-42418200C9.1	0.0260823	0.107513	1.65669e-05	0.118443
ABC7-481722F1.1	0	0	0	0
ABC7-481722F1.2	0	3.5597e-05	0.252278	0
ABCA1	0.461852	0.24239	0.090108	0.0709706
ABCA10	0.175101	0.094768	0.0602279	0.0924697
ABCA11P	10.75671	8.681415	8.770217	9.320117
ABCA12	0.2385729	0.126758	0.1066306	0.0525753
ABCA13	0.0273832	0.0263628	0.0187074	0.026278
ABCA17P	0.674092	0.700065	0.424921	0.633222
ABCA2	21.4440964643567	15.5117483936	14.4245500537887	9.66668340845
ABCA3	10.5242500006494	8.622752	9.9424300323049	7.061768
ABCA4	0.1316564	0.0505324	0.1764211	0.0511433
ABCA5	2.338609	1.532124	2.278848	2.387123
ABCA6	0	0	0	0
ABCA7	4.3256141425	4.3340715	4.3988	4.129111
ABCA8	0	0	0	0.014551
ABCA9	0.2240991	0.1268996	0.189592	0.0670065
ABCA9-AS1	0	0	0.175595	0
ABCB1	0	0	0.0111232	0.0103009
ABCB10	11.6503	8.31863	10.1915	9.17777
ABCB10P1	0	0	0	0
ABCB10P3	0	0.0186266	0	0
ABCB10P4	0	1.00431e-05	0	0
ABCB11	0.800241	0.275475	0.0707309	0.115049
ABCB4	0.0938416	0.0312584	0.0396537	0.186345
ABCB5	0.2055094	0.1036426	0.7987675	1.0335585
ABCB6	39.3195	39.0645	45.6617	41.3591
ABCB7	19.12885	14.67293312426	15.148347	13.54179
ABCB8	18.783251	19.259531	23.072846	20.853101
ABCB9	5.446824	4.406022	4.384453919	3.3254983376
ABCC1	13.992596	9.20685000176684	40.96225	27.573063
ABCC10	3.04918	1.681117	3.950022	1.934824
ABCC11	0.0604998	0.0598439	0.0695875	0.043184
ABCC12	0	0	0.00872642	0
ABCC13	0.0138369	0.0115655	0	0.0119845
ABCC2	0.0451559	0.0991425	0.0622402	0.0621685
ABCC3	0.158193	0.107959	0.070703	0.0386196
ABCC4	23.655476	14.819547	78.75301	59.3314
ABCC5	10.920521854	8.131279	6.22325	5.154035
ABCC5-AS1	0.147528	0	0	0
ABCC6	6.250055	5.090893	2.819599	2.829775
ABCC6P1	2.63936	2.081228	0.350596	0.870071
ABCC6P2	2.478166	1.98855	1.24311	1.134286
ABCC8	2.53693	1.697327	2.14563000187978	1.142156
ABCC9	1.94042	1.48608	1.05539	1.03364
ABCD1	21.273963	19.26476	17.14588	12.619887
ABCD1P2	0	0	0	0.0224708
ABCD1P3	0	0	0	0
ABCD1P4	0	0	0	0
ABCD1P5	0	0	0	0
ABCD2	0.0468664	0	0	0.00818167
ABCD3	35.29292	25.544312	24.28492	25.51464
ABCD4	13.317571	11.79785	11.883179	10.636382
ABCE1	65.176	49.4498	58.0959	53.2427
ABCF1	47.52322	47.11572	55.2399	50.6022
ABCF2	60.4601	36.58356	69.5962	47.51141
ABCF2P1	0	0.0216717	0.0252748	0
ABCF2P2	0	0	0	0
ABCF3	39.2894	39.5391	50.5754	44.8675
ABCG1	1.845436	1.3767552	1.240413	1.152261
ABCG2	0.579524	0.373028	0.188045	0.209104
ABCG4	0.375719	0.226984	0.221735	0.10941
ABCG5	0.0179697	0	0.0176414	0.0154105
ABCG8	0	0.0141647	0	0
ABHD1	0.294093	0.2050238	0.388923	0.3582791
ABHD10	87.91694	77.08162	76.72448	73.95054
ABHD11	39.27848	40.321391	49.66488	44.44598
ABHD11-AS1	2.1646	2.501	3.52517	3.51748
ABHD12	48.8051	47.96172	65.16526	60.03326
ABHD12B	0.0383234	0	0.0383216	0.0441908
ABHD13	2.778	2.33275	3.27456	2.95888
ABHD14A	32.949308	33.287451	28.526282	22.225502
ABHD14A-ACY1	0.702357	1.15761	2.05682	0.978086
ABHD14B	36.936908	34.55331	29.457521	22.450951
ABHD15	6.35994	5.51869	4.82421	4.505
ABHD15-AS1	0	0	0	0
ABHD16A	32.093621	26.927764	32.779173	25.715162
ABHD16B	0	0	0	0
ABHD17A	13.76552	19.094145	17.786574	18.199083
ABHD17AP1	0	0	0	0
ABHD17AP3	0	0.0918289	0	0.0430139
ABHD17AP4	0	0	0	0
ABHD17AP5	0.0737506	0	0.0731418	0
ABHD17AP6	0.166199	0.0957118	0.109085	0
ABHD17AP7	0	0	0	0
ABHD17AP8	0	0	0	0
ABHD17AP9	0	0	0	0
ABHD17B	13.00473	9.74519	15.80643	16.01691
ABHD17C	14.35622	12.26596	9.770343	9.66185
ABHD18	6.531979	4.506069	5.590923	4.84269
ABHD2	160.408036	91.143129	261.615494	172.892491
ABHD3	7.57855	6.912261	13.07508	12.88736
ABHD4	33.544545	24.1186	53.3247	36.2487
ABHD5	21.8241	14.6828	23.5843	17.5174
ABHD6	12.61162	9.63902	12.12792	9.52817
ABHD8	9.26326	10.6065	9.17031	9.33205
ABI1	17.867901139482	12.3311630504563	18.1971581	14.096549843
ABI2	11.14843	7.8574833	7.65749300313756	6.202508
ABI3	0.7215889	0.846049	0.538567	0.4203626
ABI3BP	0.0467167	0.0731682	0.02307146	0.0405388
ABL1	18.14764	11.24748	20.43156	11.9517
ABL2	2.61049	1.7238173	2.392985	1.79062383
ABLIM1	13.1901564035713	7.311001	7.162758	5.07773
ABLIM2	0.97895920737	0.852668	0.46596763	0.3936699
ABLIM3	0.045634	0.0137337	0.0224514	0.059316464
ABO	0	0	0	0
ABR	14.2870788	9.031633	11.8514738	8.277332
ABRA	0.0398962	0	0.0385212	0
ABRACL	76.6014	75.8245	64.8317	85.0491
ABT1	9.32167	9.30941	10.8232	10.7486
ABT1P1	0	0	0	0
ABTB1	2.594391	2.693211	2.292077	2.810441
ABTB2	5.67916	3.79388	3.03928	2.28905
AC000003.1	0	0	0	0
AC000029.1	8.80649	3.57505	0	0
AC000032.2	0	0	0.121437	0
AC000035.3	0	0	0	0
AC000036.4	0.0750035	0.0840268	0.172593	0.0214377
AC000041.10	0	0	0	0
AC000041.8	0	0	0	0
AC000067.1	0	0	0	0
AC000068.10	1.65624	1.27616	1.23279	0.939933
AC000068.5	2.91132	2.21398	1.85009	1.38687
AC000068.9	4.8737	7.0836	4.6584	2.16078
AC000077.2	0	0	0	0
AC000078.5	0.311617	0	0.463649	0.19838
AC000081.2	0	0.251792	0	0
AC000089.3	1.23282	1.20291	0.670382	0.857915
AC000095.11	0.220797	0.274865	0.548404	0.0928026
AC000095.9	0	0.105275	0	0.0806582
AC000099.1	0.0313628	0	0	0
AC000111.3	0	0	0	0
AC000111.4	0	0	0	0
AC000111.5	0	0	0	0
AC000111.6	0	0	0	0
AC000120.7	0.170581	0.0943492	0.274961	0.144299
AC000123.2	0.773687	0.396487	0.751266	0.383972
AC000123.3	2.31132	1.6784	1.23986	1.60489
AC000123.4	2.08456	2.2114	1.11832	1.61496
AC000124.1	0.0627155	0.104638	0.0621624	0
AC000354.1	0	0	0	0
AC000362.1	0	0	0	0
AC000367.1	0.204384	0.226278	0.201212	0.147393
AC000370.2	0	0	0	0
AC000374.1	0	0	0	0
AC000403.1	0	0	0	0
AC000403.4	0.0146855	0.0245384	0.0144701	0
AC001226.7	0.132962	0.112536	0.265207	0.115698
AC002044.1	0.167831	0.187538	0.0553827	0.287121
AC002044.3	0.296891	0.461054	0.732287	0.137451
AC002044.4	2.95749	0	0	0
AC002056.3	0	0	0	0
AC002056.5	0	0	0	0
AC002059.10	0.659374	0.447039	0.131162	0.335382
AC002064.4	0	0	1.37971	0.598461
AC002064.5	0.506646	0.142889	0.752802	0.362085
AC002064.7	0.276979	0	0	0
AC002066.1	0.108908	0	0.127082	0
AC002069.5	0	0	0	0
AC002069.6	0	0	0	0
AC002070.1	0	0	0	0
AC002072.1	0	0	0	0
AC002075.3	0	0	0	0
AC002075.4	1.45607	0.826916	0.490088	1.34774
AC002076.10	0.21074	0	0	0
AC002115.5	0	0	0	0
AC002115.9	0.120921	0.101749	0.120516	0.104064
AC002116.7	0.960263	1.59764	1.23294	1.1312
AC002116.8	2.45645	2.73421	2.91135	2.9507
AC002117.1	0	0.78683	0	0
AC002127.2	0	0	0	0
AC002127.4	0.0760002	0.0637285	0	0
AC002128.5	0.458407	0.153168	0.272091	0.391776
AC002306.1	0.233696	0.105354	0.0617056	0.215983
AC002310.10	0.168479	0	0	0
AC002310.11	0.324303	0.288602	0.732674	0.267766
AC002310.12	10.2876	10.6982	7.8746	8.94893
AC002310.13	0	0	0	0
AC002310.14	1.02984	0.60552	0.73811	1.33343
AC002310.17	0	0.725015	0.433278	0.375622
AC002310.7	0.264674	0.104117	0.0481319	0.0380378
AC002314.4	0	0	0	0
AC002331.1	0	0	0	0
AC002366.1	0	0	0	0.799041
AC002366.3	0	0	0	0
AC002368.4	0	0	0	0
AC002383.2	0	0	0	0
AC002386.1	0	0	0	0
AC002389.1	0	0	0	0
AC002395.1	98.8936	98.3936	133.794	118.227
AC002398.11	0.384444	0.403922	0.291941	0.306736
AC002398.12	0.600462	0.134577	0.0553175	0
AC002398.13	6.3447	7.34933	5.08181	6.98701
AC002398.9	2.01903	3.94418	4.67801	5.10667
AC002400.1	0	0	0	0
AC002401.1	0.134661	0	0	0
AC002429.1	0	0	0	0
AC002429.4	0	0	0	0
AC002429.5	0.0590894	0.154304	0.0778101	0.033903
AC002451.3	0	0	0	0
AC002454.1	0	0	0	0
AC002456.2	14.52986	13.41609	25.840643	31.93629
AC002463.3	0.143563	0	0	0
AC002464.1	0	0	0	0
AC002465.2	0	0	0	0
AC002467.7	7.90538	7.96308	14.0966	13.4187
AC002472.11	0	0.0986327	0	0.268469
AC002480.2	0.0201239	0	0	0
AC002480.3	0	0	0	0
AC002480.4	0	0	0	0
AC002480.5	0	0	0	0
AC002486.2	0	0	0	0
AC002486.3	0	0	0	0
AC002511.2	0.432686	0.241805	0.290781	0
AC002511.3	0.246285	0.0834229	0.048413	0.0416353
AC002519.6	0	0	0.22854	0
AC002519.8	0.0595447	0.050753	0	0.0690137
AC002523.1	0	0	0	0
AC002530.1	0.202634	0.156957	0.4043	0.313899
AC002539.1	0	0	0	0.0723478
AC002539.2	0	0	0	0
AC002542.2	0	0	0	0
AC002543.2	0.0289379	0.0242451	0.0285898	0
AC002550.5	0.520802	0.257576	0	0
AC002550.6	2.41033	3.79823	2.427	2.34605
AC002551.1	0	0.161646	0.496877	0.21836
AC002553.4	0	0	0.253402	0
AC002558.1	0	0	0	0
AC002978.1	0	0	0	0
AC002979.1	10.1323	8.11557	26.7892	3.27355
AC002981.1	0	0	0	0
AC002984.2	0	0	0.168656	0.147721
AC002985.3	0	0	0.253641	0
AC003001.1	0	0	0	0
AC003002.4	0	0	0	0
AC003002.6	0	0	0	0
AC003003.5	0.144136	0.0696371	0.227123	0.106467
AC003005.2	0.25389	0.106709	0.286755	0.436686
AC003005.4	0	0.107492	0	0.105335
AC003006.1	0	0	0	0
AC003006.7	0	0	0	0
AC003009.1	0	0	0	0
AC003045.1	0	0	0	0
AC003075.4	0.755141	0.849981	1.834583	1.624373
AC003080.4	0	0	0	0.0619859
AC003084.2	0	0	0	0.600646
AC003088.1	0.849037	0.239164	0.977003	0.367016
AC003090.1	0.112903	0.207104	0.139387	0.450009
AC003092.1	0	0	0	0
AC003092.2	0	0	0	0
AC003101.1	0.260072	0	0	0
AC003104.1	0.119064	0.0331725	0	0.0347269
AC003658.1	0	0	0	0
AC003664.1	1.03585	0.873312	0.149575	0.394231
AC003666.1	0	0	0	0
AC003681.1	0	0	0	0
AC003682.16	0.185943	0	0	0
AC003682.17	0	0	0	0
AC003688.1	0	0	0	2.01187
AC003956.1	0	0.781503	0.711143	0
AC003958.2	0	0	0	0
AC003958.6	0	0	0	0
AC003968.1	0	0	0	0
AC003973.1	0	0	0	0
AC003973.3	0.131483	0.109045	0.0216865	0.115754
AC003973.4	0.0457376	0.110006	0	0
AC003973.5	0	0	0	0
AC003984.1	0	0	0	0
AC003985.1	0	0	0	0
AC003986.5	0	0	0	0
AC003986.6	0	0	0	0
AC003986.7	0	0	0	0
AC003988.1	0.117693	0	0.117481	0
AC003989.3	0	0	0	0
AC003989.4	0	0	0	0
AC003991.3	1.1830126	1.215638	0.890739	1.3309948
AC004000.1	0	0.976422	0.908686	0
AC004000.2	0	0	0	0
AC004004.2	0	0	0	0
AC004006.2	0	0	0	0
AC004009.1	0	0	0	0
AC004009.2	0	0	0	0.0790542
AC004009.3	0	0	0	0
AC004012.1	0	0	0	0
AC004014.3	0	0	0	0
AC004016.1	0	0	0	0
AC004019.10	0	0.0746876	0	0.0372874
AC004019.13	0.349464	0.233403	0.307844	0.238506
AC004022.7	0	0	0	0
AC004022.8	0	0	0	0
AC004051.2	0	0	0	0
AC004052.1	0	0	0	0
AC004053.1	0.064822	0.0659671	0.157341	0.088944
AC004053.2	0	0	0	0
AC004054.1	0	0	0	0
AC004057.1	881.439244	1352.13	826.788	854.049
AC004062.2	0	0	0	0
AC004063.1	0.223209	0.286191	0.333581	0.450872
AC004066.2	0.0605597	0	0	0
AC004066.3	0.120546	0	0.119321	0.10317
AC004067.5	0	0.0750893	0.0889341	0.0774493
AC004069.1	0	0	0	0
AC004069.2	35.9243	45.5738	23.3166	31.3658
AC004070.1	0	0	0	0
AC004074.4	0	0	0	0
AC004076.5	0.767574	0.427409	0.3414	0.336621
AC004076.7	1.30743	1.887	1.87771	2.12051
AC004076.9	0.138092	0	0.153183	0
AC004079.1	0	0	0	0
AC004108.1	0	0	4.31041	0
AC004112.4	0.223226	0	0	0.0959998
AC004125.3	0	0	0	0
AC004129.7	0	0	0	0
AC004129.9	0.209152	0.320908	0.0873419	0.12035
AC004156.3	1.17729	1.00987	0.695481	0.618503
AC004158.1	0	0	0.472545	0
AC004158.3	0.184395	0.0864731	0.297295	0.342418
AC004159.1	0	0	0.196518	0
AC004160.4	0.226635	0.095905	0.11283	0.2911
AC004221.2	1.84118	1.69061	1.10173	1.84837
AC004231.2	0	0	0	0
AC004237.1	0.142146	0.11846	0.142205	0.248298
AC004257.1	0.832699	1.06135	0.0377755	0.718412
AC004381.6	11.01084	8.9739	22.31818	20.99556
AC004381.7	0.224198	0	0	0
AC004383.3	0.344016	0.288326	0	0.598461
AC004386.3	0	0	0	0
AC004386.4	0.252202	0.140152	0.165335	0.144738
AC004448.2	0	0.333135	0	0
AC004448.5	0.0638245	0.2106535	0	0
AC004449.6	0.827698	0.416469	0	1.26393
AC004453.1	0	0	0	3.14305
AC004453.8	1.40567	3.05139	1.2095	2.45173
AC004458.1	0	0	0	0
AC004460.1	0.388536	0	0	0
AC004461.4	0	0	0	0
AC004470.1	4.71007	3.7393	0.579457	11.3708
AC004471.10	0.463575	0.909097	0.918098	0.813871
AC004471.9	0.191494	0.187776	0.568581	0.382805
AC004477.1	0	0	0	0
AC004485.3	0	0	0	0
AC004490.1	0.035491	0.0149165	0.133027	0.116519
AC004492.1	0	0	0	0
AC004510.3	0.304636	0.252031	0.475796	0.752744
AC004520.1	0	0	0	0
AC004535.2	0	0	0	0
AC004538.3	0.16707	0.3549187	0.5688104	0.546349
AC004540.4	0.357759	0	0	0
AC004540.5	1.993442	0.9392667	1.44844	1.57532
AC004541.1	0	0	0	0
AC004543.1	0	0	0	0
AC004543.2	0	0	0	0
AC004549.6	0.044847	0	0	0
AC004552.1	0	0	0	0
AC004593.3	0	0	0.13688	0.0592319
AC004595.1	10.668	4.44837	22.0155	8.10108
AC004603.4	0	0	0	0
AC004623.2	0	1.32714	0.230589	0
AC004623.3	0.967613	0.602782	0.854155	0.611
AC004637.1	0	0.102215	0	0.103677
AC004655.1	0	15.1383	0	0
AC004656.1	28.4472	30.9349	56.809	10.1678
AC004673.1	0	0	0	0
AC004691.1	0	0	3.0497	0
AC004691.5	0	0	0	0
AC004692.4	0	0	0.449975	0
AC004692.5	0.180401	0	0	0
AC004699.1	0	0	0	0
AC004702.2	0	0	0	0
AC004744.3	0	0	0	0
AC004745.1	0	0	0	0
AC004754.3	0.367833	0.242619	0.114394	0.213735
AC004769.1	0	0	0	0
AC004775.5	0	0	0	0
AC004791.2	0	0	0	0
AC004812.1	22.1764	10.8878	49.0436	38.1319
AC004813.1	12.9721	12.3186	11.7111	10.5021
AC004816.1	0	0	0	0
AC004819.1	0	0	0	0
AC004824.1	0	0	0	0
AC004824.2	6.80959	9.81046	14.7548	6.30825
AC004832.1	0	0	5.40668	0
AC004837.1	0	0	0	0
AC004837.3	0	0.0940765	0	0
AC004837.4	0	0	0	0
AC004837.5	0.0880837	0	0	0.0767392
AC004840.8	0.173049	0	0.0853439	0.0723948
AC004846.1	0	0	0	0
AC004850.1	4.32079	7.14244	4.21531	0
AC004853.1	0	0	0	0
AC004854.4	0.726682	1.52477	1.45917	1.26595
AC004854.5	0	0	0	0
AC004862.6	0	0	0.0354972	0
AC004866.1	0	0	0	0
AC004866.3	0	0	0	0
AC004869.2	0	0	0	0
AC004869.3	0	0	0	0
AC004870.3	0	0	0	0
AC004870.4	0	0	0	0
AC004870.5	0	0.0495203	0	0
AC004875.1	0	0	0	0
AC004878.2	0.201066	0	0.0670486	0.115275
AC004878.8	0.365907	0.307086	0	0
AC004893.10	0	0	0	0
AC004893.11	1.793124	1.230881	2.630415	2.21375
AC004895.1	5.6358	3.66092	0	10.7938
AC004895.4	0.113734	0.2872349	0.448781	0.0969801
AC004899.3	0	0	0	0
AC004901.1	0.155771	0	0	0
AC004906.3	0	0	0	0
AC004911.2	0	0	0	0
AC004915.1	0.202634	0.156957	0.4043	0.313899
AC004920.2	1.4473	2.45484	1.4939	1.28884
AC004920.3	0	0	0	0
AC004924.1	2.41467	0	0.553051	0
AC004932.1	43.3041	19.9183	57.9128	36.0901
AC004938.5	0.901457	0	0.304586	0
AC004941.3	0.146653	0.0551449	0.0792852	0.0849657
AC004941.5	0	0	0	0
AC004943.1	0	0	0	0
AC004945.1	0	0	0	0
AC004946.1	0	0	0	0
AC004947.2	0.0191442	0	0	0
AC004951.5	0.917887	0.969916	0.563139	0.705466
AC004951.6	2.35438	1.07496	1.37483	1.12586
AC004953.1	1.87731	0.339097	1.37549	0.482595
AC004967.7	9.10562	9.276	12.7347	11.4666
AC004969.1	0	0	0	0
AC004980.1	0	0	0	0
AC004980.10	0	0	0	0.133653
AC004980.7	1.5104026	1.25583	1.15649	1.56554
AC004980.8	0	1.29158	0	0
AC004980.9	5.80334	4.99198	5.00937	9.58016
AC004984.1	0	0	0	0
AC004985.12	0.305503	0	0.0549346	0.0854496
AC004987.10	0	0	0	0
AC004987.9	0.0581018	0	0	0
AC004988.1	0.263839	0.0921501	0.138456	0.0671728
AC005000.1	0	0	0	0
AC005008.2	0	0	0	0
AC005008.3	0	0	0	0
AC005009.1	0	0	0.797705	0
AC005009.2	0.0905521	0.0759457	0.269835	0.0782641
AC005013.5	0	0	0	0
AC005014.5	0	0.012253	0	0
AC005017.2	0.137705	0	0.550241	0
AC005019.2	0	0.304001	0.366196	0.322735
AC005019.3	0	0	0	0
AC005020.1	0	0	0	0
AC005024.1	0	0	0	0
AC005027.3	0	0	0	0
AC005033.6	0	0	0	0
AC005034.2	0	0	0	0
AC005037.1	0	2.00053	9.0773	1.2412
AC005037.3	0	0	0	0.14614
AC005040.3	0	0	0	0
AC005041.11	0	0	0	0
AC005042.1	0	0	0	0
AC005042.2	0.0658099	0.055663	0.196547	0.0566626
AC005042.3	0	0	0	0
AC005042.4	0.0685259	0.0193534	0	0.0583094
AC005042.5	0	0	0	0
AC005048.1	0	0	0	0
AC005052.1	3.88317	22.1659	3.89177	3.25122
AC005062.2	0.0950328	0.0795654	0	0
AC005071.1	8.64159	0	0	0
AC005071.2	4.42798	3.06565	0	3.0714
AC005071.3	7.94344	1.62941	0	6.61236
AC005071.4	0	1.62941	0	0
AC005076.5	2.76962	3.11111	1.88079	2.24223
AC005077.14	0.373582	0.200189	1.28696	0.685952
AC005077.5	0.657372	0.556566	0	1.15231
AC005077.7	0.0940424	0	0.105021	0.081939
AC005077.8	0	0	0.218229	0
AC005077.9	0	0	6.57523	0
AC005082.1	0	0	0	0
AC005082.12	0	0	0	0
AC005083.1	0	0	0.0819343	0.214261
AC005086.1	0.595675	0.994243	1.28088	0.986358
AC005086.2	0.575844	0	2.90055	2.83366
AC005086.3	3.20328	3.64179	4.44618	1.41597
AC005088.1	0	0	0	0
AC005094.2	0	0.194817	0	0.200507
AC005102.1	0	0	0	0.121883
AC005104.3	0.508652	0.568899	0.506789	0.295006
AC005105.2	0	0	0	0
AC005150.1	4.17369	2.34846	4.92802	3.96734
AC005150.2	0	0	0	0
AC005150.3	0	0	0	0
AC005152.3	0	0	0	0
AC005154.6	21.258845	16.3891379	18.286819	16.857718
AC005154.7	1.39352	0.482101	0.70646	0.537975
AC005154.8	0.861683	0.539417	0.867392	0.188446
AC005158.1	0	0	0	0
AC005159.1	0	0	0	0
AC005160.3	0	0	0	0
AC005162.4	0	0.163652	0	0
AC005162.5	0.119117	0	0	0.102468
AC005176.1	0	0	0	0
AC005176.2	0.112092	0.135108	0.143272	0.124181
AC005176.3	0	0	0	0
AC005178.1	0	0.163994	0	0
AC005187.1	0	0	0	0
AC005189.6	0	0.251789	0	0
AC005197.2	0.695316	0	0.358755	0.116292
AC005204.1	0	0	0	0
AC005215.1	0	0	0	0
AC005220.3	0.0641516	0	0	0
AC005224.2	0.62202	0.980948	0.978748	0.695792
AC005227.1	0	0	0	0
AC005229.1	13.3795	13.4376	18.6113	27.4921
AC005229.5	0	0	0	0
AC005229.7	0	0.149663	0	0
AC005235.1	0.30929	0.139631	0.431304	0.211929
AC005237.2	0	0	0	0
AC005237.4	0.461276	0.1927	0.113213	0.196646
AC005251.3	0.509546	0.995568	0.505276	0.586417
AC005253.2	1.49653	0.691679	1.38797	0.640485
AC005253.4	0	0	0	0
AC005255.3	0	0	0	0
AC005255.5	0	0	0	0
AC005255.6	0	0	0	0
AC005256.1	0	0	0	0
AC005262.2	0	0	0	0
AC005262.3	0	0	0.147875	0.25506
AC005262.4	0	0.197268	0	0
AC005264.2	0.0424046	0	0.039163	0
AC005276.1	0.928413	0.885032	1.59862	1.32096
AC005281.1	0	0	0	0
AC005281.2	0	0.119541	0	0
AC005284.1	0	0	0	0
AC005284.2	0	0	0	0
AC005288.1	0	0	0	0
AC005300.5	0.215925	0	0	0
AC005301.8	0	0.0779822	0	0
AC005304.1	0.372652	0.159026	0	0
AC005306.3	0.952041	1.41212	1.31761	1.32665
AC005307.1	0	0	0.0313865	0.0272365
AC005307.3	0.0326479	0.0539343	0	0.0262583
AC005324.6	0.131859	0.0561737	0.0651142	0
AC005324.7	0	0	0	0
AC005329.7	1.39519	1.39525	1.03762	0.877763
AC005330.2	0	0	0.0357573	0
AC005336.4	0.37196	0.0385795	0.459943	0.401767
AC005336.5	0	0	0.10572	0.0455811
AC005339.1	0	0	0	0
AC005339.2	1.58234	3.24826	4.31153	1.16161
AC005351.1	0	0	0	0
AC005355.1	0	0	0	0
AC005355.2	0.542669	0.210272	0.166306	0.180421
AC005355.3	0	0.239543	0	0.124187
AC005357.1	0	0	0	0
AC005358.3	0	0	0	0
AC005363.11	0.988283	1.2518	0.999265	3.0254
AC005363.9	10.3629	9.1123	13.1666	12.7752
AC005371.1	0	0	0	0
AC005375.1	0	0	0	0
AC005387.2	0.703754	0.719502	0.282026	1.07496
AC005387.3	0.604247	0.516049	0.808267	1.01272
AC005391.2	0.438853	0	0.447532	0
AC005392.13	0	0	0	0
AC005394.1	0	0	0	0
AC005412.1	59.8721	26.7399	19.0656	8.17037
AC005477.1	0	0	0	0.0327728
AC005480.1	0.726437	0.775846	0.725283	0.926176
AC005481.5	0.0524457	0	0.348645	0.0784393
AC005487.2	0	0	0.189027	0
AC005488.11	0.128794	0.135395	0	0.0656927
AC005498.1	0	0	0	0
AC005498.3	3.282872	2.564955	1.874118	1.8442
AC005498.4	0.189917	0.782785	0.379343	0.500177
AC005513.1	0	4.35695	0	0
AC005514.2	0.727874	0	0	1.21866
AC005517.3	1.66768	0.811519	1.38059	1.93431
AC005518.2	0	0	0	0
AC005519.4	1.31208	0.549241	0.744819	0.686049
AC005522.6	0	0	0	0.215779
AC005522.7	0	0.145658	0	0
AC005523.2	25.2576	18.6531	32.3761	24.921
AC005523.3	0	0.514309	0.158445	0.683562
AC005532.5	0.0956909	0	0.0954167	0.0819965
AC005534.6	0.221935	0	0.206973	0
AC005534.8	0.602918	0.800475	0.480735	0.654665
AC005537.2	0.177245	0	0.1189614	0.377994
AC005538.1	34.7731	15.942	22.7016	14.331
AC005538.3	18.5304	17.1217	10.3078	13.4132
AC005538.5	0	0	0	0.0990501
AC005539.2	0	0	0	0
AC005540.1	0	0	0	0
AC005540.3	0	0	0	0.148996
AC005546.2	0.385258	0	0.380595	0
AC005549.1	0	0	0	0
AC005549.2	0	0.976422	0.908686	0
AC005550.3	0	0	0	0
AC005550.5	0	0	0	0
AC005559.3	0	0	0	0.0511979
AC005562.1	0.0154782	0.0618474	0.0145033	0.0379558
AC005562.2	0.850355	0	1.26785	1.30326
AC005578.3	0.371	0.620991	0.524295	0.361734
AC005588.2	0	1.09287	0	0
