Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_id.84	gene_type.84	chr	start	stop	loc.84	gene_name.107	gene_type.107	chr.107	start.107	stop.107	loc.107	gene_id.107
AAR2	2374.63385931226	0.0504952984213405	0.0502768532244933	1.0043448462431	0.315212424509876	0.794567477082422	ENSG00000131043	protein_coding	chr20	36236459	36270918	chr20:36236459	AAR2	protein_coding	chr20	36236131	36270918	chr20:36236131	ENSG00000131043
AARS	19233.6914753997	-0.158217098752232	0.0694500687417258	-2.27814171560603	0.0227181355287648	0.317605152517711	ENSG00000090861	protein_coding	chr16	70252295	70289543	chr16:70252295	AARS1	protein_coding	chr16	70251983	70289707	chr16:70251983	ENSG00000090861
AARS2	1763.39614781178	0.0642515625083898	0.0472282649285678	1.36044723653451	0.173688439117881	0.672292428989275	ENSG00000124608	protein_coding	chr6	44299654	44313326	chr6:44299654	AARS2	protein_coding	chr6	44298731	44313347	chr6:44298731	ENSG00000124608
AARSD1	1356.17781167996	-0.05096616458745	0.0579226013534761	-0.87990116805055	0.378912851910386	0.831791517251005	ENSG00000266967	protein_coding	chr17	42950526	42964498	chr17:42950526	AARSD1	protein_coding	chr17	42950526	42964498	chr17:42950526	ENSG00000266967
AASDH	1282.74711244096	-0.0796898986254187	0.048059283100506	-1.65815828876939	0.0972855213468998	0.548131663554016	ENSG00000157426	protein_coding	chr4	56338287	56387508	chr4:56338287	AASDH	protein_coding	chr4	56338287	56387508	chr4:56338287	ENSG00000157426
AASDHPPT	4363.10053940149	0.051236101945922	0.0490779017290802	1.04397498957383	0.296496961147061	0.779715910943698	ENSG00000149313	protein_coding	chr11	106075501	106098710	chr11:106075501	AASDHPPT	protein_coding	chr11	106075501	106098699	chr11:106075501	ENSG00000149313
AATF	6690.3694378431	0.0229077380073458	0.0592317735157806	0.38674746082426	0.698943176310229	0.941983758375194	ENSG00000275700	protein_coding	chr17	36948875	37056871	chr17:36948875	AATF	protein_coding	chr17	36948925	37056871	chr17:36948925	ENSG00000275700
ABALON	148.987768246628	0.107182115138093	0.109835519800305	0.975842016616885	0.3291427596354	0.802448224987815	ENSG00000281376	antisense	chr20	31721507	31723409	chr20:31721507	ABALON	lncRNA	chr20	31721507	31723409	chr20:31721507	ENSG00000281376
ABCA3	342.120617687135	-0.388907739030381	0.202792784190006	-1.91775925649305	0.0551415441951887	0.446738639256801	ENSG00000167972	protein_coding	chr16	2275881	2340746	chr16:2275881	ABCA3	protein_coding	chr16	2275881	2340746	chr16:2275881	ENSG00000167972
ABCA5	2541.48519886641	-0.0136398147005762	0.085257975468005	-0.15998285938299	0.872894576529125	0.981879060929978	ENSG00000154265	protein_coding	chr17	69244311	69327244	chr17:69244311	ABCA5	protein_coding	chr17	69244311	69327244	chr17:69244311	ENSG00000154265
ABCA6	1490.23364824356	0.289287550013077	0.162555381363284	1.7796245660214	0.0751374230851161	0.503326587539246	ENSG00000154262	protein_coding	chr17	69078702	69141888	chr17:69078702	ABCA6	protein_coding	chr17	69078702	69141895	chr17:69078702	ENSG00000154262
ABCA7	836.234808089088	-0.158756261681597	0.140393783097953	-1.13079267598931	0.25814236330473	0.750994924482799	ENSG00000064687	protein_coding	chr19	1040101	1065572	chr19:1040101	ABCA7	protein_coding	chr19	1039997	1065572	chr19:1039997	ENSG00000064687
ABCB10	2824.28531544357	0.154380402896516	0.0731379740698497	2.11081049017131	0.0347886041045941	0.373397928788489	ENSG00000135776	protein_coding	chr1	229516582	229558695	chr1:229516582	ABCB10	protein_coding	chr1	229516582	229558707	chr1:229516582	ENSG00000135776
ABCB4	706.928744360881	-0.21226980910927	0.134260826472187	-1.58102564006816	0.113872175305593	0.583188938648948	ENSG00000005471	protein_coding	chr7	87401697	87480435	chr7:87401697	ABCB4	protein_coding	chr7	87401696	87480435	chr7:87401696	ENSG00000005471
ABCB6	1409.33150530113	0.0628427752483947	0.0775733317291914	0.810107982312516	0.417878116941286	0.850273175510866	ENSG00000115657	protein_coding	chr2	219209768	219218990	chr2:219209768	ABCB6	protein_coding	chr2	219209772	219218994	chr2:219209772	ENSG00000115657
ABCB8	1092.91176056592	-0.00406434644020345	0.0730508575643194	-0.055637217354018	0.955630815248779	0.995051022383955	ENSG00000197150	protein_coding	chr7	151028422	151047782	chr7:151028422	ABCB8	protein_coding	chr7	151028422	151047782	chr7:151028422	ENSG00000197150
ABCC1	6826.4875071627	0.0373970976785588	0.0754699453482861	0.49552305233527	0.620230953856209	0.923356476885654	ENSG00000103222	protein_coding	chr16	15949577	16143074	chr16:15949577	ABCC1	protein_coding	chr16	15949138	16143257	chr16:15949138	ENSG00000103222
ABCC10	1010.86748959961	0.158143110662902	0.0853637999266588	1.85257815138001	0.0639428464438711	0.470744083431226	ENSG00000124574	protein_coding	chr6	43427366	43450430	chr6:43427366	ABCC10	protein_coding	chr6	43427366	43450427	chr6:43427366	ENSG00000124574
ABCC4	4835.22046976043	0.187914820839058	0.107490128073978	1.74820538598418	0.0804284693109435	0.514740374070105	ENSG00000125257	protein_coding	chr13	95019829	95301446	chr13:95019829	ABCC4	protein_coding	chr13	95019835	95301475	chr13:95019835	ENSG00000125257
ABCC5	511.752553243227	-0.086760786212042	0.0918532926988798	-0.944558258749281	0.344884445713966	0.811739480537976	ENSG00000114770	protein_coding	chr3	183919934	184018015	chr3:183919934	ABCC5	protein_coding	chr3	183919934	184017939	chr3:183919934	ENSG00000114770
ABCD2	864.236560687138	0.119472984938735	0.138574755371729	0.862155481481793	0.388601963959717	0.836943936454875	ENSG00000173208	protein_coding	chr12	39550033	39619751	chr12:39550033	ABCD2	protein_coding	chr12	39550033	39619803	chr12:39550033	ENSG00000173208
ABCD3	2324.95641109865	0.0490367830988964	0.0806656900519824	0.607901365094579	0.543252894145083	0.898973218621863	ENSG00000117528	protein_coding	chr1	94418455	94518666	chr1:94418455	ABCD3	protein_coding	chr1	94418389	94518666	chr1:94418389	ENSG00000117528
ABCD4	916.192610586534	-0.0178715483150935	0.0591870644333854	-0.30195024007666	0.762689996050183	0.954963074820626	ENSG00000119688	protein_coding	chr14	74285423	74303056	chr14:74285423	ABCD4	protein_coding	chr14	74285269	74303055	chr14:74285269	ENSG00000119688
ABCE1	14418.3477711163	0.0641561823801554	0.0582622330963734	1.10116243354477	0.270825968322426	0.762132891816288	ENSG00000164163	protein_coding	chr4	145097932	145129179	chr4:145097932	ABCE1	protein_coding	chr4	145098288	145129524	chr4:145098288	ENSG00000164163
ABCF1	7532.70189354711	0.0276806571343503	0.0490499619905779	0.564335954830454	0.572525516401035	0.908650244770149	ENSG00000204574	protein_coding	chr6	30571376	30597179	chr6:30571376	ABCF1	protein_coding	chr6	30571393	30597179	chr6:30571393	ENSG00000204574
ABCF2	6067.18832308905	0.0790259455756796	0.0749742883317611	1.05404062291315	0.291864318995074	0.777191804529986	ENSG00000033050	protein_coding	chr7	151207837	151227230	chr7:151207837	ABCF2	protein_coding	chr7	151211484	151227205	chr7:151211484	ENSG00000033050
ABCF3	2332.11153943888	-0.0354841260114137	0.0498113804385384	-0.712369858032685	0.476235775519401	0.87579296464052	ENSG00000161204	protein_coding	chr3	184186023	184194012	chr3:184186023	ABCF3	protein_coding	chr3	184186095	184194012	chr3:184186095	ENSG00000161204
ABCG1	874.059369629398	0.234651456082194	0.217589371809179	1.07841414372012	0.280848977882066	0.768035294714052	ENSG00000160179	protein_coding	chr21	42199689	42297244	chr21:42199689	ABCG1	protein_coding	chr21	42199689	42297244	chr21:42199689	ENSG00000160179
ABHD10	2501.62220143821	0.0133679823548312	0.0582698700899173	0.229415001856067	0.81854637727555	0.970315998904106	ENSG00000144827	protein_coding	chr3	111979010	111993363	chr3:111979010	ABHD10	protein_coding	chr3	111979010	111993368	chr3:111979010	ENSG00000144827
ABHD11	314.407517344168	0.210739375784719	0.0666848890288783	3.16022683479997	0.00157646352943434	0.0828698726027129	ENSG00000106077	protein_coding	chr7	73736094	73738867	chr7:73736094	ABHD11	protein_coding	chr7	73736094	73738852	chr7:73736094	ENSG00000106077
ABHD12	2264.56412110414	-0.125599285840107	0.0604291590593847	-2.07845496768669	0.0376674744573255	0.389206185801991	ENSG00000100997	protein_coding	chr20	25294743	25390983	chr20:25294743	ABHD12	protein_coding	chr20	25294742	25390835	chr20:25294742	ENSG00000100997
ABHD13	1362.63352191745	-0.0630134168721538	0.0552268388800773	-1.14099264325059	0.253872984451251	0.746524667034328	ENSG00000139826	protein_coding	chr13	108218379	108234255	chr13:108218379	ABHD13	protein_coding	chr13	108218392	108234243	chr13:108218392	ENSG00000139826
ABHD14A	302.811069704704	-0.104660518485104	0.0905032503609081	-1.15642828371069	0.247506018164103	0.741090473383969	ENSG00000248487	protein_coding	chr3	51971426	51981199	chr3:51971426	ABHD14A	protein_coding	chr3	51971426	51981196	chr3:51971426	ENSG00000248487
ABHD14B	3358.08267839254	0.029398601600428	0.0727446886472421	0.404133994482943	0.686114188079217	0.940154320877331	ENSG00000114779	protein_coding	chr3	51968510	51983409	chr3:51968510	ABHD14B	protein_coding	chr3	51968510	51983409	chr3:51968510	ENSG00000114779
ABHD15	680.018988196132	-0.0475719350621213	0.1005521705669	-0.473106993055615	0.636136847901742	0.926303127267296	ENSG00000168792	protein_coding	chr17	29560547	29567137	chr17:29560547	ABHD15	protein_coding	chr17	29560547	29567037	chr17:29560547	ENSG00000168792
ABHD16A	1046.28446950837	-0.0789031268906301	0.0679292759077527	-1.16154818134349	0.245419041167187	0.739122401560093	ENSG00000204427	protein_coding	chr6	31686949	31703444	chr6:31686949	ABHD16A	protein_coding	chr6	31686955	31703356	chr6:31686955	ENSG00000204427
ABHD17A	3004.84586184524	-0.0555170731301871	0.0678927536194497	-0.817717210902502	0.413518680578747	0.848156320577677	ENSG00000129968	protein_coding	chr19	1876810	1885547	chr19:1876810	ABHD17A	protein_coding	chr19	1876810	1885496	chr19:1876810	ENSG00000129968
ABHD17B	1598.45734368765	0.0382648627532149	0.0600118532085275	0.637621748161205	0.523719935068726	0.890946853481115	ENSG00000107362	protein_coding	chr9	71862452	71910931	chr9:71862452	ABHD17B	protein_coding	chr9	71862452	71911193	chr9:71862452	ENSG00000107362
ABHD17C	256.502818668379	0.107904694337197	0.255815530588262	0.421806659232395	0.673166144661949	0.936593300389728	ENSG00000136379	protein_coding	chr15	80679684	80755621	chr15:80679684	ABHD17C	protein_coding	chr15	80679684	80755621	chr15:80679684	ENSG00000136379
ABHD18	1268.41898149343	-0.0821485760950618	0.0562638418777531	-1.46005984222602	0.14427362802704	0.639300049298345	ENSG00000164074	protein_coding	chr4	127965306	128039711	chr4:127965306	ABHD18	protein_coding	chr4	127965306	128039953	chr4:127965306	ENSG00000164074
ABHD2	4278.58458029885	0.0374315001536276	0.0527441867013561	0.70968010874012	0.477902529855908	0.87651698904318	ENSG00000140526	protein_coding	chr15	89087459	89202360	chr15:89087459	ABHD2	protein_coding	chr15	89087459	89202355	chr15:89087459	ENSG00000140526
ABHD3	1081.98142121448	-0.0324667295690136	0.0859625707227449	-0.377684488679714	0.705664992045862	0.944148997194715	ENSG00000158201	protein_coding	chr18	21650897	21704805	chr18:21650897	ABHD3	protein_coding	chr18	21650901	21704780	chr18:21650901	ENSG00000158201
ABHD4	2335.24162548525	-0.243529104512991	0.111684202845719	-2.18051522335172	0.0292192916399688	0.350318073067633	ENSG00000100439	protein_coding	chr14	22598237	22613215	chr14:22598237	ABHD4	protein_coding	chr14	22598290	22612963	chr14:22598290	ENSG00000100439
ABHD5	635.480761518168	0.178384119036267	0.0817349446557845	2.18247066524003	0.0290748139660394	0.349547061771031	ENSG00000011198	protein_coding	chr3	43690113	43734371	chr3:43690113	ABHD5	protein_coding	chr3	43690108	43734371	chr3:43690108	ENSG00000011198
ABHD6	1042.78111510743	-0.392759934354835	0.182048963600777	-2.15744119925963	0.0309713040373825	0.358459675977573	ENSG00000163686	protein_coding	chr3	58237506	58295693	chr3:58237506	ABHD6	protein_coding	chr3	58237532	58295693	chr3:58237532	ENSG00000163686
ABHD8	819.371159659461	0.0989322068409705	0.0975965968313924	1.01368500596271	0.310733080965906	0.79082245775654	ENSG00000127220	protein_coding	chr19	17292131	17310236	chr19:17292131	ABHD8	protein_coding	chr19	17292131	17310236	chr19:17292131	ENSG00000127220
ABI1	7388.80090501222	-0.176191554803924	0.065062918440264	-2.70801800822523	0.00676863495663236	0.174615493383266	ENSG00000136754	protein_coding	chr10	26746593	26861087	chr10:26746593	ABI1	protein_coding	chr10	26746593	26861087	chr10:26746593	ENSG00000136754
ABI2	3599.97804772262	-0.108230927399748	0.0725223040798958	-1.49238125805426	0.135599225457168	0.624631524876906	ENSG00000138443	protein_coding	chr2	203328219	203447723	chr2:203328219	ABI2	protein_coding	chr2	203328280	203447728	chr2:203328280	ENSG00000138443
ABI3	3384.02542380004	-0.226870465632996	0.0983073059829317	-2.30776810903948	0.0210120375767398	0.30536117304265	ENSG00000108798	protein_coding	chr17	49210227	49223225	chr17:49210227	ABI3	protein_coding	chr17	49210411	49223225	chr17:49210411	ENSG00000108798
ABL1	4618.20451633078	0.240645117956951	0.0677171427811323	3.55368091555098	0.000379879812980762	0.0326891782903	ENSG00000097007	protein_coding	chr9	130713946	130887675	chr9:130713946	ABL1	protein_coding	chr9	130713016	130887675	chr9:130713016	ENSG00000097007
ABL2	955.22841338385	0.153210662498707	0.082095881318223	1.86624054749868	0.0620077184996863	0.466906785358591	ENSG00000143322	protein_coding	chr1	179099327	179229684	chr1:179099327	ABL2	protein_coding	chr1	179099330	179229684	chr1:179099330	ENSG00000143322
ABLIM1	4214.10433271806	-0.116651726772831	0.1926749583412	-0.605432733849392	0.544891506695167	0.899335843978552	ENSG00000099204	protein_coding	chr10	114431113	114685003	chr10:114431113	ABLIM1	protein_coding	chr10	114431112	114768061	chr10:114431112	ENSG00000099204
ABR	6488.84013802303	-0.0262091811643692	0.0577819474971898	-0.453587708611654	0.650125601879618	0.929432521531017	ENSG00000159842	protein_coding	chr17	1003518	1229021	chr17:1003518	ABR	protein_coding	chr17	1003519	1229738	chr17:1003519	ENSG00000159842
ABRACL	4322.10436758425	-0.108718457410544	0.0868017635202845	-1.25249134350983	0.210390880657385	0.710107319730968	ENSG00000146386	protein_coding	chr6	139028682	139043302	chr6:139028682	ABRACL	protein_coding	chr6	139028745	139043302	chr6:139028745	ENSG00000146386
ABT1	3097.32055355085	0.0353810371934757	0.0592620092864594	0.597027296567885	0.550489156287251	0.90210783033251	ENSG00000146109	protein_coding	chr6	26596952	26600744	chr6:26596952	ABT1	protein_coding	chr6	26596953	26600739	chr6:26596953	ENSG00000146109
ABTB1	449.584939851198	-0.134197426563676	0.115516400883563	-1.16171751835432	0.245350227382408	0.739122401560093	ENSG00000114626	protein_coding	chr3	127672935	127680920	chr3:127672935	ABTB1	protein_coding	chr3	127672935	127680926	chr3:127672935	ENSG00000114626
ABTB2	1514.1275405832	0.707188708563701	0.217214195019263	3.25572050436661	0.00113105031842315	0.0691481784696313	ENSG00000166016	protein_coding	chr11	34150988	34358008	chr11:34150988	ABTB2	protein_coding	chr11	34150987	34358010	chr11:34150987	ENSG00000166016
AC002310.12	161.954425143171	-0.000557918333120745	0.0902558645287102	-0.0061815189077633	0.995067892911473	0.999776690191648	ENSG00000235560	antisense	chr16	30534752	30537144	chr16:30534752	ZNF747-DT	lncRNA	chr16	30534752	30537149	chr16:30534752	ENSG00000235560
AC002467.7	67.6088391596659	0.0395906554575095	0.101545783659608	0.389879855477028	0.696625390521724	0.941253040526833	ENSG00000241764	antisense	chr7	107742817	107744581	chr7:107742817	CBLL1-AS1	lncRNA	chr7	107739999	107744581	chr7:107739999	ENSG00000241764
AC003956.1	14.2412228850811	0.110321669188817	0.195729420832308	0.563643772712822	0.572996590520256	0.909007992914465	ENSG00000268564	antisense	chr19	15124160	15126174	chr19:15124160	ILVBL-AS1	lncRNA	chr19	15124160	15126174	chr19:15124160	ENSG00000268564
AC004381.6	915.562742074165	0.0118663339992652	0.0910244633779851	0.130364229119258	0.896278266060629	0.985018568354342	ENSG00000005189	protein_coding	chr16	20806429	20849668	chr16:20806429	REXO5	protein_coding	chr16	20806429	20849665	chr16:20806429	ENSG00000005189
AC004510.3	12.9846533317035	0.618305778617451	0.270415276289327	2.28650462023419	0.0222247541412045	0.313551403838263	ENSG00000267308	lincRNA	chr19	15827045	15835853	chr19:15827045	LINC01764	lncRNA	chr19	15827005	15835853	chr19:15827005	ENSG00000267308
AC005083.1	351.138454790974	0.16243036070716	0.133051060517492	1.22081222107813	0.222157125534178	0.721199984314764	ENSG00000233834	processed_transcript	chr7	20217577	20221700	chr7:20217577	MACC1-DT	lncRNA	chr7	20217536	20221702	chr7:20217536	ENSG00000233834
AC005152.3	7.87123875959411	0.421276480948256	0.383490933734383	1.09853048374813	0.271972914061984	0.762663049270611	ENSG00000228639	lincRNA	chr17	72021851	72034092	chr17:72021851	ROCR	lncRNA	chr17	72021851	72058073	chr17:72021851	ENSG00000228639
AC005154.6	393.385055266781	0.105851616673887	0.0733881193056831	1.44235358087028	0.149202651849216	0.645058815374369	ENSG00000196295	processed_transcript	chr7	30516309	30594809	chr7:30516309	GARS1-DT	lncRNA	chr7	30516309	30595286	chr7:30516309	ENSG00000196295
AC005592.2	9.37524332165222	0.675335894904093	0.432260108040253	1.56233684844497	0.118208655661558	0.592623481805262	ENSG00000231185	antisense	chr5	142325293	142672001	chr5:142325293	SPRY4-AS1	lncRNA	chr5	142325209	142672001	chr5:142325209	ENSG00000231185
AC005624.2	11.4834463956208	-0.0397276052453687	0.22525627781638	-0.176366251056288	0.860006216791652	0.978639625266601	ENSG00000267201	lincRNA	chr19	2458935	2462185	chr19:2458935	LINC01775	lncRNA	chr19	2458935	2462185	chr19:2458935	ENSG00000267201
AC005682.5	238.955046207764	-0.0143027974970124	0.1097480548582	-0.130323927066337	0.896310150441645	0.985018568354342	ENSG00000228649	processed_transcript	chr7	22854178	22861579	chr7:22854178	SNHG26	lncRNA	chr7	22854126	22872952	chr7:22854126	ENSG00000228649
AC006145.4	113.543659378408	0.0814160579682514	0.088884956205024	0.915971177174856	0.359682012533573	0.821556108650126	ENSG00000223770	antisense	chr7	82009177	82029955	chr7:82009177	CACNA2D1-AS1	lncRNA	chr7	82009177	82029955	chr7:82009177	ENSG00000223770
AC007246.3	264.431977205048	-0.177884565997672	0.136666345266841	-1.30159744632339	0.193054033251395	0.69100295385985	ENSG00000231312	antisense	chr2	39436637	39665343	chr2:39436637	MAP4K3-DT	lncRNA	chr2	39436530	39665343	chr2:39436530	ENSG00000231312
AC007383.3	109.293507559131	0.0586978138020678	0.110496756475234	0.531217527776245	0.595268048142252	0.916944984313542	ENSG00000227946	lincRNA	chr2	206084605	206086564	chr2:206084605	INO80D-AS1	lncRNA	chr2	206084605	206086863	chr2:206084605	ENSG00000227946
AC007386.2	271.76085767338	-0.00274298091337304	0.0950477261902866	-0.0288589850943047	0.976977057139035	0.99820615282248	ENSG00000237638	lincRNA	chr2	64901840	64905137	chr2:64901840	LINC02245	lncRNA	chr2	64901840	65056226	chr2:64901840	ENSG00000237638
AC007392.3	17.4081763981596	-0.0176229634044138	0.133624360043185	-0.131884361494553	0.89507575829318	0.984700900990926	ENSG00000232046	lincRNA	chr2	66574030	66730157	chr2:66574030	LINC01798	lncRNA	chr2	66574030	66731223	chr2:66574030	ENSG00000232046
AC007773.2	49.6395263657983	0.155681914343244	0.112816675891385	1.37995480821582	0.167600559659415	0.668049761004583	ENSG00000267213	antisense	chr19	32390050	32405560	chr19:32390050	DPY19L3-DT	lncRNA	chr19	32390050	32405560	chr19:32390050	ENSG00000267213
AC009005.2	112.532182675661	-0.187955775033857	0.150043325014077	-1.25267668532554	0.210323394192041	0.710107319730968	ENSG00000267751	antisense	chr19	567210	572228	chr19:567210	BSG-AS1	lncRNA	chr19	562360	572228	chr19:562360	ENSG00000267751
AC009133.12	223.709162608126	0.0811066516227561	0.0666910534779627	1.21615490223973	0.223925919459827	0.72189075010343	ENSG00000238045	antisense	chr16	29808636	29821252	chr16:29808636	MVP-DT	lncRNA	chr16	29808636	29821252	chr16:29808636	ENSG00000238045
AC009299.3	395.587086553422	0.130483267923277	0.0853779449626701	1.52830181120345	0.12643762044044	0.607192376066039	ENSG00000227403	lincRNA	chr2	161244739	161249050	chr2:161244739	LINC01806	lncRNA	chr2	161244720	161249095	chr2:161244720	ENSG00000227403
AC009403.2	218.204119591931	0.188952758615506	0.0702591211098276	2.68936980182458	0.00715870664367277	0.180599218710407	ENSG00000216895	antisense	chr7	155611231	155645205	chr7:155611231	RBM33-DT	lncRNA	chr7	155611231	155645205	chr7:155611231	ENSG00000216895
AC009506.1	103.197584760225	-0.0480068083283546	0.119084914657914	-0.403130895850746	0.686851933020745	0.940196413036763	ENSG00000224152	antisense	chr2	159615296	159617082	chr2:159615296	BAZ2B-AS1	lncRNA	chr2	159615292	159618637	chr2:159615292	ENSG00000224152
AC009892.10	73.680442485861	-0.0695834000176422	0.170745100436077	-0.407527945691728	0.68362027336749	0.939216283498547	ENSG00000224730	antisense	chr19	54635722	54638892	chr19:54635722	LILRB1-AS1	lncRNA	chr19	54635722	54638892	chr19:54635722	ENSG00000224730
AC009948.5	903.979880381888	-0.00876208855551907	0.0686620192108741	-0.127611868340327	0.898456138352045	0.986073045949772	ENSG00000223960	antisense	chr2	178413939	178440243	chr2:178413939	CHROMR	lncRNA	chr2	178413635	178440243	chr2:178413635	ENSG00000223960
AC010226.4	60.6431087987214	0.045283650334411	0.118417298171111	0.382407393461866	0.702159207176974	0.943446178225554	ENSG00000249249	antisense	chr5	115602057	115620659	chr5:115602057	TICAM2-AS1	lncRNA	chr5	115602057	115623897	chr5:115602057	ENSG00000249249
AC012074.2	36.7019918898102	0.243405790204713	0.244038814192631	0.997406052024909	0.318567454918897	0.797783358693255	ENSG00000235072	lincRNA	chr2	25369136	25375845	chr2:25369136	ARNILA	lncRNA	chr2	25369136	25375845	chr2:25369136	ENSG00000235072
AC012146.7	180.414579605546	0.0642460087078993	0.124903640869283	0.514364579453178	0.606997118672493	0.919511565935679	ENSG00000234327	processed_transcript	chr17	5111468	5115004	chr17:5111468	ZNF232-AS1	lncRNA	chr17	5097223	5115004	chr17:5097223	ENSG00000234327
AC013264.2	20.7816076256301	-0.191986742872119	0.183791802004855	-1.04458817410718	0.296213347600058	0.779715910943698	ENSG00000231621	antisense	chr2	197197991	197199273	chr2:197197991	ANKRD44-AS1	lncRNA	chr2	197197927	197199276	chr2:197197927	ENSG00000231621
AC013461.1	3144.31002739151	0.182663028874071	0.117831742376038	1.55020222217487	0.121092986648223	0.596959677361173	ENSG00000091436	protein_coding	chr2	173075435	173268010	chr2:173075435	MAP3K20	protein_coding	chr2	173075435	173268015	chr2:173075435	ENSG00000091436
AC015971.2	74.2867485460543	0.00104333887569885	0.179250723636774	0.00582055600407522	0.995355894451918	0.999776690191648	ENSG00000228363	antisense	chr2	86562070	86618766	chr2:86562070	CHMP3-AS1	lncRNA	chr2	86562070	86618766	chr2:86562070	ENSG00000228363
AC016747.3	671.103305189941	-0.0340237303011572	0.0883924149009595	-0.384916854452722	0.700299018175402	0.942309966697013	ENSG00000212978	processed_transcript	chr2	61141592	61144969	chr2:61141592	C2orf74-DT	lncRNA	chr2	61141592	61144969	chr2:61141592	ENSG00000212978
AC025335.1	268.269262129882	-0.161695557410744	0.129968494752034	-1.24411348857461	0.213457797362819	0.713563539959482	ENSG00000179859	antisense	chr17	7913324	7915953	chr17:7913324	RNF227	protein_coding	chr17	7913339	7916289	chr17:7913339	ENSG00000179859
AC034220.3	27.8558288813859	1.0954027506591	0.246345476239424	4.44661199946075	8.72351943694317e-06	0.00228329034262574	ENSG00000233006	processed_transcript	chr5	132311285	132369916	chr5:132311285	MIR3936HG	lncRNA	chr5	132311285	132370170	chr5:132311285	ENSG00000233006
AC062017.1	15.7452799584052	0.30550677354622	0.179663117557904	1.7004423484289	0.0890477518734548	0.531600772192742	ENSG00000222020	antisense	chr2	239401436	239402364	chr2:239401436	HDAC4-AS1	lncRNA	chr2	239401436	239402657	chr2:239401436	ENSG00000222020
AC062029.1	152.759066089898	0.0618806016141975	0.0882531240121097	0.701171797677174	0.48319580779511	0.878337630215419	ENSG00000234028	antisense	chr2	88627539	88631821	chr2:88627539	EIF2AK3-DT	lncRNA	chr2	88627539	88631821	chr2:88627539	ENSG00000234028
AC069363.1	494.178303827456	0.135986625926227	0.189317407851862	0.71829964010829	0.472572552035146	0.872816779279965	ENSG00000277089	antisense	chr17	36072866	36090134	chr17:36072866	CCL3-AS1	lncRNA	chr17	36072866	36090134	chr17:36072866	ENSG00000277089
AC072062.1	114.314683423326	-0.171644663144445	0.154441055167776	-1.11139271198309	0.266399347995931	0.758391362579132	ENSG00000229267	antisense	chr2	214810229	214963274	chr2:214810229	SNHG31	lncRNA	chr2	214810181	214963575	chr2:214810181	ENSG00000229267
